name,KO_0h_rep1_dupr_R,KO_0h_rep2_dupr_R,KO_0h_rep3_dupr_R,KO_24h_rep1_dupr_R,KO_24h_rep2_dupr_R,KO_24h_rep3_dupr_R,KO_48h_rep1_dupr_R,KO_48h_rep2_dupr_R,KO_48h_rep3_dupr_R,KO_6h_rep1_dupr_R,KO_6h_rep2_dupr_R,WT_0h_rep1_dupr_R,WT_0h_rep2_dupr_R,WT_0h_rep3_dupr_R,WT_24h_rep1_dupr_R,WT_24h_rep2_dupr_R,WT_24h_rep3_dupr_R,WT_48h_rep1_dupr_R,WT_48h_rep2_dupr_R,WT_48h_rep3_dupr_R,WT_6h_rep1_dupr_R,WT_6h_rep2_dupr_R,WT_6h_rep3_dupr_R
ENSMUSE00001409058,18,2,3,5,5,2,12,7,3,9,10,26,4,8,1,2,5,8,9,5,22,3,3
ENSMUSE00001409070,16,1,0,3,1,1,3,0,0,14,2,11,0,2,1,0,0,1,0,0,27,2,1
ENSMUSE00001409097,2,1,0,0,0,0,1,0,0,3,4,2,1,0,0,0,0,1,1,1,6,0,1
ENSMUSE00001409134,37,2,5,34,6,7,21,1,1,70,18,24,4,12,3,2,2,14,7,1,84,12,3
ENSMUSE00001409300,0,1,4,0,4,0,2,2,1,1,1,1,0,3,1,0,1,1,1,8,4,1,1
ENSMUSE00001409319,4,0,0,6,0,1,2,0,0,6,2,1,0,3,1,0,0,0,0,0,11,2,1
ENSMUSE00001409343,2,10,3,2,4,1,3,2,1,35,6,13,14,11,1,0,0,0,1,1,9,7,4
ENSMUSE00001409355,25,4,1,10,3,3,8,0,0,27,9,22,0,3,1,1,0,2,0,0,43,6,3
ENSMUSE00001409438,2,1,0,1,14,8,28,24,10,12,1,4,0,9,7,1,2,8,17,16,7,8,13
ENSMUSE00001409505,1,1,0,0,0,0,2,0,0,5,0,2,0,1,0,0,0,0,0,0,7,0,0
ENSMUSE00001409518,3,1,1,1,5,1,1,5,0,3,2,2,0,2,1,2,5,2,3,2,11,0,0
ENSMUSE00001409530,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0
ENSMUSE00001409536,1,0,2,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,7,1,1
ENSMUSE00001409600,3,2,0,0,2,0,5,0,0,7,5,3,0,0,0,0,0,2,1,0,9,1,2
ENSMUSE00001409642,4,1,4,1,1,2,4,3,0,8,5,4,2,0,0,1,1,0,5,0,0,3,1
ENSMUSE00001409677,3,3,2,0,1,0,2,1,1,1,2,9,2,0,1,0,7,0,0,1,1,0,1
ENSMUSE00001409748,8,3,0,3,2,1,2,1,1,11,5,14,0,2,1,1,0,3,1,0,19,4,4
ENSMUSE00001409773,109,31,70,28,60,76,118,107,55,85,11,56,10,67,24,13,55,129,114,123,61,33,43
ENSMUSE00001409775,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ENSMUSE00001409816,58,5,1,5,5,1,18,2,0,28,12,18,4,4,0,0,0,5,3,2,84,3,3
ENSMUSE00001409822,27,26,44,9,23,36,36,63,19,40,4,21,26,41,14,24,35,50,60,33,11,10,21
ENSMUSE00001409837,3,0,1,3,0,0,0,1,0,4,2,2,0,1,0,1,0,0,0,0,12,5,0
ENSMUSE00001409860,7,1,0,0,0,3,6,2,1,3,0,1,1,0,0,0,1,5,0,0,1,0,0
ENSMUSE00001409866,4,1,1,2,0,0,7,1,0,5,1,4,0,0,2,0,0,0,0,0,12,0,0
ENSMUSE00001409952,4,1,1,6,8,2,25,16,15,15,0,3,2,2,2,0,1,12,10,18,0,1,0
ENSMUSE00001410051,58,50,40,28,28,21,37,27,9,41,9,75,29,31,13,1,8,29,33,29,43,14,35
ENSMUSE00001410052,10,0,2,3,1,2,16,0,0,20,4,7,2,4,3,1,2,4,0,0,18,6,3
ENSMUSE00001410061,9,0,0,0,1,1,1,1,0,5,0,3,1,1,1,1,0,4,0,0,4,2,0
ENSMUSE00001410080,5,1,1,3,1,2,11,0,0,11,5,4,1,3,1,0,1,4,0,0,18,3,2
ENSMUSE00001410134,175,78,98,112,213,155,328,341,199,127,14,221,70,108,82,97,152,238,272,242,77,55,76
ENSMUSE00001410207,14,2,1,3,2,1,11,1,2,16,2,5,4,4,2,1,0,1,1,1,27,1,1
ENSMUSE00001410312,3,1,0,2,0,0,2,1,0,2,3,6,1,0,0,1,0,5,3,1,3,0,2
ENSMUSE00001410326,11,0,8,5,6,4,8,2,0,6,0,22,1,6,3,3,1,5,4,3,11,2,2
ENSMUSE00001410333,5,0,0,1,0,0,7,0,0,6,0,4,1,0,0,0,1,0,0,0,7,0,0
ENSMUSE00001410383,1,2,0,11,47,47,118,163,66,3,1,0,0,0,14,14,14,79,169,91,4,2,0
ENSMUSE00001410416,5,2,0,0,0,0,3,0,0,6,0,4,0,1,1,1,0,1,0,0,4,0,0
ENSMUSE00001410434,20,3,3,8,0,1,8,0,2,25,9,6,0,8,0,0,0,9,0,0,34,2,3
ENSMUSE00001410460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
ENSMUSE00001410463,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,9,2,1,1,1
ENSMUSE00001410487,48,4,2,10,4,4,28,1,0,49,8,15,0,7,6,2,0,4,3,0,62,7,6
ENSMUSE00001410521,1,1,0,1,2,0,0,0,1,0,0,6,0,1,0,0,1,0,0,2,1,0,0
ENSMUSE00001410522,6,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
ENSMUSE00001410551,9,1,1,0,0,0,1,0,0,3,5,4,0,1,0,0,0,1,1,0,18,0,1
ENSMUSE00001410564,2,0,0,0,1,0,2,0,0,3,0,2,1,0,0,1,0,0,0,0,10,1,1
ENSMUSE00001410571,26,8,10,31,36,26,61,48,50,91,9,27,4,7,10,9,7,33,79,32,62,31,68
ENSMUSE00001410597,9,1,0,1,0,0,3,0,0,5,1,2,0,0,1,0,0,0,0,0,9,0,1
ENSMUSE00001410694,23,2,0,8,1,1,12,0,0,40,5,12,4,7,1,0,1,2,0,0,74,3,2
ENSMUSE00001410728,45,3,1,7,3,0,11,1,0,41,5,23,1,2,2,0,0,7,1,0,61,3,2
ENSMUSE00001410797,17,3,14,6,19,16,6,26,10,16,0,14,3,11,8,8,14,19,10,17,11,11,15
ENSMUSE00001410801,2,0,0,9,12,20,78,63,23,0,0,2,0,1,8,1,4,56,72,50,0,0,1
ENSMUSE00001410902,4,2,1,1,0,1,6,0,0,3,2,3,0,1,0,0,0,0,1,0,7,2,0
ENSMUSE00001410937,8,3,2,2,4,1,10,3,0,28,2,8,2,2,1,2,4,5,13,7,21,8,2
ENSMUSE00001411011,2,0,0,3,14,17,27,25,4,1,0,0,0,2,3,9,10,28,44,26,1,1,1
ENSMUSE00001411081,4,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,1,0,0,7,0,1
ENSMUSE00001411131,12,2,1,3,0,0,4,1,0,16,6,10,0,0,1,0,0,3,1,0,39,2,1
ENSMUSE00001411158,16,1,0,5,1,0,14,0,0,11,8,11,3,2,3,0,1,3,3,0,25,1,1
ENSMUSE00001411168,1,0,1,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,6,0,0
ENSMUSE00001411245,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0
ENSMUSE00001411274,11,1,2,2,0,1,1,0,0,4,2,0,1,2,1,0,0,1,0,0,7,0,0
ENSMUSE00001411279,245,279,222,42,98,86,115,103,67,143,21,311,271,353,44,46,60,63,66,70,89,48,74
ENSMUSE00001411357,21,15,3,1,7,7,4,1,1,13,5,34,13,9,1,0,0,5,8,2,14,10,5
ENSMUSE00001411377,6,0,0,2,0,0,5,0,0,5,1,0,1,0,0,0,0,1,0,0,8,0,0
ENSMUSE00001411423,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0
ENSMUSE00001411467,51,1,0,17,7,5,18,3,1,50,13,22,5,11,2,2,3,5,0,2,54,10,1
ENSMUSE00001411501,17,0,0,7,20,11,6,6,7,14,2,8,3,2,10,6,17,19,24,13,19,4,5
ENSMUSE00001411515,3,0,0,0,0,0,1,0,1,6,1,0,0,0,1,0,1,2,2,0,3,0,0
ENSMUSE00001411565,4,2,1,2,2,3,9,8,4,2,2,1,0,2,2,0,4,11,4,3,3,8,1
ENSMUSE00001411573,5,0,0,1,0,0,3,0,0,6,1,5,0,1,0,0,0,0,0,0,9,1,2
ENSMUSE00001411620,7,3,0,0,3,2,2,3,1,3,4,5,2,1,0,2,1,0,1,1,2,6,5
ENSMUSE00001411688,0,4,1,1,2,0,4,0,0,7,2,8,1,3,0,0,1,0,0,1,5,1,0
ENSMUSE00001411801,5,0,1,1,1,0,1,0,0,8,1,1,0,0,0,0,0,1,0,0,3,1,0
ENSMUSE00001411818,78,42,58,8,5,4,23,11,5,15,9,191,16,126,1,0,3,3,10,2,18,1,7
ENSMUSE00001411825,4,0,0,1,0,0,2,0,1,8,1,2,1,2,1,0,1,0,0,0,17,0,1
ENSMUSE00001411833,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0
ENSMUSE00001411839,17,8,4,9,2,3,14,3,2,10,3,32,11,10,3,3,0,9,5,5,6,4,0
ENSMUSE00001411843,30,1,2,2,3,2,6,0,0,27,4,9,1,6,1,1,0,2,1,0,47,4,6
ENSMUSE00001411885,213,197,274,54,77,65,107,106,72,112,29,264,213,316,52,67,54,68,74,63,90,58,55
ENSMUSE00001411974,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,6,0,0
ENSMUSE00001411987,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
ENSMUSE00001412029,5,4,6,1,6,5,1,2,3,5,0,5,3,13,5,5,2,2,4,0,3,3,9
ENSMUSE00001412035,12,1,0,3,0,0,7,1,0,8,1,4,0,5,0,0,0,0,2,0,9,0,1
ENSMUSE00001412074,8,17,12,1,1,8,13,12,4,1,2,7,11,12,1,4,5,2,2,4,10,2,5
ENSMUSE00001412134,13,7,1,2,6,15,21,21,3,0,0,10,0,5,1,1,3,4,12,5,2,2,0
ENSMUSE00001412153,1,2,0,0,0,0,1,0,0,8,0,2,0,0,0,1,0,0,0,0,11,0,0
ENSMUSE00001412186,34,17,32,4,10,7,11,16,7,11,5,43,17,22,2,7,5,7,14,17,5,5,3
ENSMUSE00001412200,17,6,2,9,3,2,18,1,0,40,3,21,2,0,2,2,1,5,1,1,50,2,6
ENSMUSE00001412212,6,2,2,3,9,10,17,18,9,23,1,6,0,1,4,1,2,10,16,5,4,4,8
ENSMUSE00001412230,1,0,1,0,1,0,1,2,0,9,0,2,0,0,0,0,1,0,1,0,4,4,0
ENSMUSE00001412231,5,1,2,3,2,0,4,0,0,10,2,1,1,3,0,0,1,1,1,0,32,2,3
ENSMUSE00001412239,15,0,2,8,0,0,5,0,0,18,9,11,0,1,0,0,0,2,0,0,27,1,2
ENSMUSE00001412266,158,59,75,57,112,113,88,115,44,147,23,167,43,92,73,80,81,99,148,93,105,53,137
ENSMUSE00001412322,1,3,6,0,2,1,4,2,3,1,0,4,10,4,1,0,0,1,2,3,2,0,0
ENSMUSE00001412323,4,0,0,4,1,0,1,0,0,10,4,4,1,1,1,0,1,0,0,0,11,3,0
ENSMUSE00001412340,35,9,35,30,83,31,32,54,37,64,11,74,19,24,19,17,38,29,50,59,65,39,56
ENSMUSE00001412350,6,0,0,2,1,0,1,0,0,4,2,0,1,2,0,0,0,0,0,0,9,0,0
ENSMUSE00001412374,14,1,0,5,0,0,4,0,0,7,1,5,0,0,0,0,0,1,1,1,11,2,1
ENSMUSE00001412376,3,1,0,0,0,1,4,0,2,6,1,5,0,2,1,0,0,3,3,1,8,0,0
ENSMUSE00001412395,44,8,5,10,2,4,24,6,0,39,11,34,3,14,1,3,0,3,3,1,75,9,7
ENSMUSE00001412438,32,29,25,47,149,72,99,125,90,55,10,51,30,27,55,84,74,70,137,90,31,22,50
ENSMUSE00001412462,26,4,14,11,11,11,5,8,3,21,6,31,4,23,1,11,4,4,13,5,11,2,5
ENSMUSE00001412501,1,0,0,2,0,0,0,0,0,8,0,1,1,0,0,1,0,1,0,0,3,0,0
ENSMUSE00001412512,10,1,1,2,0,1,1,7,1,6,1,4,1,5,0,0,2,1,1,3,1,2,1
ENSMUSE00001412524,48,11,31,9,29,18,20,13,14,52,3,39,14,27,15,17,20,27,41,31,22,17,34
ENSMUSE00001412564,64,38,29,55,114,66,100,106,80,73,6,62,12,35,46,40,45,85,127,96,35,17,28
ENSMUSE00001412638,20,7,2,7,2,5,9,0,1,30,12,16,2,6,1,1,1,4,0,0,41,3,0
ENSMUSE00001412646,2,1,0,2,0,0,1,0,1,2,2,4,0,3,0,0,1,2,1,0,10,2,0
ENSMUSE00001412672,256,117,130,70,85,88,73,106,61,195,29,280,76,158,60,46,61,105,165,100,201,159,216
ENSMUSE00001412676,48,46,103,28,58,57,19,38,22,132,22,60,36,49,79,47,71,50,57,45,111,100,82
ENSMUSE00001412707,10,1,0,3,1,2,7,0,1,16,8,4,0,0,1,1,0,2,0,0,22,3,1
ENSMUSE00001412727,16,3,1,10,2,0,4,2,0,28,7,13,1,2,0,0,0,3,0,0,54,2,10
ENSMUSE00001412732,17,6,0,11,4,3,15,1,2,15,6,15,3,6,4,1,1,7,3,2,23,3,1
ENSMUSE00001412762,6,1,3,12,10,6,6,6,0,18,1,4,1,1,12,3,5,2,7,4,12,3,11
ENSMUSE00001412821,5,1,8,0,0,0,1,0,2,0,0,27,6,6,0,1,0,0,0,1,3,0,1
ENSMUSE00001412884,21,13,10,2,25,19,16,27,3,42,3,27,4,10,17,3,4,9,21,17,20,15,8
ENSMUSE00001412906,29,6,10,1,0,0,2,2,2,6,1,53,10,21,0,0,0,4,1,0,2,0,0
ENSMUSE00001412931,6,1,0,1,3,3,3,0,2,2,0,1,0,0,1,0,2,1,2,0,5,1,1
ENSMUSE00001413000,11,6,6,5,2,5,21,8,2,31,6,22,12,5,2,2,1,4,2,5,15,2,6
ENSMUSE00001413065,29,1,1,8,0,0,7,0,0,26,4,6,1,2,1,1,0,3,0,0,53,5,4
ENSMUSE00001413112,8,7,9,5,5,5,23,13,4,30,9,8,3,6,3,2,0,15,30,12,19,13,5
ENSMUSE00001413118,49,3,1,6,5,1,20,0,1,34,16,18,3,11,2,2,1,8,1,2,94,6,3
ENSMUSE00001413158,12,0,2,4,1,0,3,0,0,6,9,9,3,2,1,0,0,1,0,0,31,1,0
ENSMUSE00001413167,2,0,0,2,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,10,1,0
ENSMUSE00001413174,7,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0
ENSMUSE00001413175,2,0,0,0,1,0,6,0,0,4,0,3,1,2,1,1,4,1,2,0,5,1,0
ENSMUSE00001413227,1,0,1,1,0,0,0,0,0,2,0,6,0,1,0,0,0,1,0,0,6,1,0
ENSMUSE00001413282,27,2,5,16,23,30,15,24,7,10,1,37,1,15,11,6,12,11,30,22,5,25,17
ENSMUSE00001413304,15,2,0,5,1,0,14,2,0,24,2,6,1,3,0,0,1,1,1,0,31,2,4
ENSMUSE00001413310,28,4,6,14,3,7,26,3,2,52,19,29,5,10,6,4,5,15,9,0,60,7,5
ENSMUSE00001413354,1,0,0,1,6,12,3,4,2,1,0,1,0,0,0,1,2,0,1,0,1,0,0
ENSMUSE00001413464,5,3,3,4,3,1,3,2,1,17,3,4,2,3,0,0,1,2,0,1,24,2,2
ENSMUSE00001413686,4,0,0,1,1,1,4,0,0,9,3,1,0,0,0,0,0,0,0,0,9,0,1
ENSMUSE00001413702,25,28,28,23,56,38,74,59,38,116,14,20,5,14,24,27,22,26,36,34,73,26,90
ENSMUSE00001413719,9,0,1,6,0,0,2,0,0,12,6,3,0,2,1,0,0,0,0,0,16,5,2
ENSMUSE00001413784,36,7,13,22,23,14,30,23,14,51,4,33,8,13,11,12,16,15,32,21,32,15,34
ENSMUSE00001413813,1,0,0,6,19,17,5,12,7,0,0,1,0,0,0,2,12,3,7,1,0,0,3
ENSMUSE00001413826,17,1,0,4,0,1,5,1,0,8,4,6,0,4,1,0,1,0,1,0,30,3,3
ENSMUSE00001413992,5,0,1,5,0,0,2,0,0,4,0,5,0,1,0,0,0,1,0,0,10,0,1
ENSMUSE00001414083,9,0,0,0,0,1,2,3,8,2,5,8,0,1,0,0,0,7,6,0,8,2,0
ENSMUSE00001414122,10,2,0,4,1,0,13,1,0,26,9,10,1,4,1,1,0,2,2,0,26,0,1
ENSMUSE00001414143,3,4,2,0,0,0,1,1,0,1,0,28,9,1,0,0,0,2,4,0,0,0,0
ENSMUSE00001414193,5,1,0,3,0,1,3,0,0,17,7,3,0,2,0,0,0,2,0,0,18,0,4
ENSMUSE00001414195,25,6,1,9,0,1,21,1,1,34,9,15,2,3,3,0,2,4,4,1,83,13,5
ENSMUSE00001414247,7,2,0,6,0,0,10,0,0,13,2,9,0,0,0,1,0,3,0,0,11,1,1
ENSMUSE00001414272,3,1,0,0,0,0,5,0,1,9,1,0,0,1,0,0,0,2,0,0,6,0,0
ENSMUSE00001414347,415,344,372,168,444,331,464,528,302,491,92,616,214,411,204,202,266,391,574,393,323,282,377
ENSMUSE00001414400,4,2,0,2,0,0,4,0,1,11,1,1,3,3,0,0,0,2,0,0,16,2,0
ENSMUSE00001414543,1555,376,395,179,424,300,969,701,364,506,27,2191,223,602,158,131,193,678,673,493,269,128,179
ENSMUSE00001414553,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,6,1,0,0,0
ENSMUSE00001414594,2,1,0,1,0,0,1,3,0,0,0,1,0,0,1,0,0,0,1,0,2,6,0
ENSMUSE00001414633,17,0,2,1,4,0,5,0,2,7,3,11,1,1,0,2,0,8,3,1,19,2,0
ENSMUSE00001414670,40,26,14,21,5,1,33,2,1,36,7,48,10,23,2,3,1,6,1,2,64,3,5
ENSMUSE00001414771,0,0,1,0,1,3,8,6,1,3,1,0,0,0,0,0,1,1,2,0,0,0,0
ENSMUSE00001414814,3,1,0,0,0,0,1,0,0,2,7,1,2,1,0,0,0,1,0,0,2,0,0
ENSMUSE00001414843,0,1,1,5,3,1,2,2,1,2,0,9,0,0,0,2,2,0,7,1,2,0,1
ENSMUSE00001414849,35,3,5,14,5,2,19,2,3,36,11,31,5,8,3,1,3,3,5,5,68,7,5
ENSMUSE00001414930,2,0,4,2,0,7,3,11,5,7,0,2,1,1,4,0,5,5,6,12,2,1,2
ENSMUSE00001414981,19,1,3,3,1,0,4,1,1,15,6,10,0,2,3,1,0,6,0,0,20,5,2
ENSMUSE00001415023,9,4,1,14,37,28,26,85,34,16,0,8,7,1,13,4,6,11,51,50,13,7,9
ENSMUSE00001415059,31,5,5,13,9,7,16,30,5,30,9,26,4,9,3,4,5,7,8,4,51,23,17
ENSMUSE00001415062,59,11,4,31,2,1,33,2,1,60,22,35,7,13,5,4,2,9,5,1,144,16,10
ENSMUSE00001415103,3,2,1,0,0,2,4,0,0,1,0,0,1,3,0,0,0,0,0,0,10,1,0
ENSMUSE00001415136,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,6,0,0
ENSMUSE00001415159,43,2,5,7,0,2,10,1,5,35,4,19,1,8,0,1,1,11,1,0,58,1,3
ENSMUSE00001415184,54,23,18,37,15,26,49,24,15,72,12,49,27,32,15,16,18,61,52,27,88,33,35
ENSMUSE00001415200,4,7,7,1,7,6,7,12,3,25,4,13,1,11,4,15,8,6,5,4,19,18,19
ENSMUSE00001415219,4,0,0,1,0,0,1,0,0,4,2,3,1,2,0,0,0,0,0,0,8,0,2
ENSMUSE00001415238,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,8,0,0
ENSMUSE00001415249,14,1,1,0,0,0,6,0,0,4,3,10,1,2,0,0,0,2,0,0,18,8,0
ENSMUSE00001415252,27,2,1,2,1,0,4,1,0,31,10,10,4,2,0,0,1,4,1,0,42,3,5
ENSMUSE00001415276,16,2,1,10,0,1,10,1,0,24,9,11,1,1,1,1,0,4,2,0,39,3,8
ENSMUSE00001415288,34,2,3,16,2,3,21,0,0,46,11,23,3,8,3,2,2,10,11,9,108,5,5
ENSMUSE00001415303,88,19,64,5,10,6,31,21,4,21,1,135,8,56,2,3,9,10,22,12,8,2,11
ENSMUSE00001415313,0,0,4,2,0,0,0,0,1,3,1,0,2,0,1,0,2,0,0,0,12,0,2
ENSMUSE00001415358,0,0,0,2,0,0,2,0,0,4,0,3,0,0,0,0,0,0,1,0,8,0,0
ENSMUSE00001415360,10,0,2,5,1,1,6,0,0,21,4,6,2,1,0,0,0,5,2,1,36,4,1
ENSMUSE00001415381,43,5,3,16,3,3,21,6,2,56,14,28,1,5,1,0,4,9,1,0,57,3,8
ENSMUSE00001415420,19,2,2,14,2,2,13,1,3,19,7,23,4,8,1,2,1,6,6,2,48,1,4
ENSMUSE00001415502,7,1,0,1,2,0,1,0,0,0,0,8,0,5,0,0,1,0,1,0,0,0,0
ENSMUSE00001415524,8,3,2,3,4,3,2,6,1,6,0,8,2,10,2,3,0,4,5,3,3,2,2
ENSMUSE00001415547,8,7,1,21,3,4,11,7,9,3,1,6,1,14,1,0,13,1,5,3,4,8,4
ENSMUSE00001415570,132,11,5,49,15,1,52,4,4,150,41,50,11,16,6,5,2,18,5,2,175,20,12
ENSMUSE00001415592,12,3,10,4,7,1,8,8,10,6,1,10,2,1,1,5,4,14,2,1,6,2,2
ENSMUSE00001415632,8,0,1,4,0,0,4,0,0,6,2,3,1,0,0,0,0,1,0,0,8,2,0
ENSMUSE00001415655,67,14,25,5,22,4,13,35,17,52,10,73,17,19,5,6,22,35,32,34,39,21,40
ENSMUSE00001415702,3,0,0,0,1,0,1,0,0,2,3,1,0,6,1,0,0,1,0,0,3,0,0
ENSMUSE00001415704,1583,1318,1626,164,227,199,246,275,149,298,46,1957,1221,1914,126,134,160,194,206,197,231,104,154
ENSMUSE00001415710,6,1,0,2,1,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,12,0,0
ENSMUSE00001415723,5,1,0,3,0,0,3,0,1,9,4,9,0,2,0,0,0,2,0,0,10,1,0
ENSMUSE00001415749,1,1,2,7,5,22,3,14,9,12,3,3,1,4,9,9,5,5,21,2,4,3,2
ENSMUSE00001415780,2,0,0,1,1,0,1,0,0,7,0,1,0,2,0,0,0,0,0,0,4,1,1
ENSMUSE00001415786,7,4,0,4,1,1,4,0,0,8,1,3,1,0,1,0,0,5,2,0,32,7,1
ENSMUSE00001415836,5,1,0,1,1,0,4,1,0,14,5,7,1,8,0,2,0,1,0,0,14,2,1
ENSMUSE00001415850,12,1,0,1,1,0,5,0,0,6,0,0,2,0,0,0,2,3,0,0,16,1,0
ENSMUSE00001416015,49,4,2,17,2,0,23,1,0,49,23,28,6,12,3,1,4,7,1,1,96,13,6
ENSMUSE00001416016,0,3,0,7,11,5,6,4,6,10,1,2,0,0,1,3,5,2,10,4,8,3,6
ENSMUSE00001416030,16,2,0,3,0,0,4,1,0,18,1,5,1,2,2,1,0,2,1,0,22,3,0
ENSMUSE00001416068,7,0,0,2,1,0,9,1,0,8,7,7,1,2,1,0,1,2,1,0,19,2,1
ENSMUSE00001416104,2,0,0,2,0,0,0,0,0,8,0,3,0,0,1,0,0,0,0,0,4,0,0
ENSMUSE00001416192,6,2,3,4,6,0,3,3,1,2,0,6,1,1,0,3,2,6,1,5,4,0,4
ENSMUSE00001416203,8,1,0,2,0,0,2,0,0,3,1,4,0,2,0,0,0,1,0,0,2,0,0
ENSMUSE00001416381,271,140,91,68,241,112,193,240,108,283,39,355,80,86,84,101,89,176,239,165,175,133,170
ENSMUSE00001416389,3,1,0,0,0,1,1,0,0,7,1,2,1,0,0,1,1,1,0,1,3,1,0
ENSMUSE00001416391,2,1,1,1,0,1,2,0,0,5,1,1,1,2,0,0,0,1,0,1,8,0,0
ENSMUSE00001416463,13,1,1,7,1,0,7,0,0,21,5,18,4,3,1,1,1,0,1,0,49,2,4
ENSMUSE00001416489,107,44,22,226,484,479,1500,1626,875,86,11,105,22,21,156,109,256,1644,1769,1466,62,17,51
ENSMUSE00001416494,55,18,29,12,28,15,33,15,12,42,9,76,32,22,6,14,10,33,35,22,29,18,17
ENSMUSE00001416612,5,4,0,5,3,0,9,13,1,2,1,9,0,6,1,0,1,3,6,8,3,1,3
ENSMUSE00001416745,53,17,53,3,9,3,8,10,1,4,1,87,2,49,2,0,5,2,11,3,5,0,6
ENSMUSE00001416833,2,1,1,2,0,0,6,0,0,7,0,6,2,3,0,0,0,0,0,0,20,3,1
ENSMUSE00001416861,1,0,1,13,26,21,70,47,27,1,0,10,0,1,4,6,14,77,82,62,3,1,0
ENSMUSE00001416896,3,1,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,9,0,0
ENSMUSE00001416909,12,8,6,18,34,32,71,50,49,2,0,7,0,0,12,26,20,45,57,42,2,1,0
ENSMUSE00001416984,1,2,5,13,31,39,89,83,46,0,1,0,1,2,7,19,10,63,53,50,3,0,0
ENSMUSE00001417223,12,2,0,8,1,3,4,1,1,14,3,7,0,2,3,0,0,1,0,0,22,1,1
ENSMUSE00001417235,184,178,150,338,738,662,690,574,357,233,33,535,164,270,302,288,375,339,537,289,207,164,143
ENSMUSE00001417255,20,2,11,2,0,14,2,0,1,0,0,23,1,4,1,1,1,1,0,1,0,0,0
ENSMUSE00001417258,17,0,0,7,1,0,4,0,0,8,0,6,1,0,2,0,0,4,0,0,15,0,2
ENSMUSE00001417333,2,1,6,1,2,2,2,11,1,14,0,3,4,1,0,1,0,0,1,0,8,0,2
ENSMUSE00001417334,3,3,1,1,2,0,0,0,0,10,3,12,1,0,0,1,0,0,0,0,12,0,0
ENSMUSE00001417473,12,0,0,9,2,3,14,1,0,19,5,12,3,6,1,2,1,2,1,0,54,7,4
ENSMUSE00001417494,33,32,19,96,201,194,258,170,121,96,2,61,22,21,81,95,134,193,186,160,79,40,49
ENSMUSE00001417646,39,3,2,28,20,20,19,9,6,42,13,18,1,5,3,4,7,6,6,1,92,6,5
ENSMUSE00001417666,2,0,0,2,1,1,6,2,0,9,1,4,0,0,0,0,1,1,0,0,11,2,0
ENSMUSE00001417722,25,28,43,6,25,20,10,18,11,15,1,49,30,37,5,11,16,21,20,20,13,16,14
ENSMUSE00001417772,36,19,33,13,8,2,5,2,4,3,3,32,26,25,5,1,5,5,8,6,8,5,13
ENSMUSE00001417777,52,30,10,29,81,60,86,123,52,73,4,43,19,17,28,42,46,100,164,135,42,30,46
ENSMUSE00001417784,27,0,2,19,3,0,30,3,2,43,10,23,0,6,3,2,2,10,2,3,63,4,2
ENSMUSE00001417795,18,8,8,2,24,8,10,26,1,17,2,20,1,6,6,8,7,6,13,11,15,9,20
ENSMUSE00001417818,9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
ENSMUSE00001417821,12,6,5,14,16,7,18,25,14,64,7,21,12,8,13,2,12,7,16,12,40,25,41
ENSMUSE00001417883,15,4,3,5,3,5,10,6,6,4,4,4,2,5,3,2,0,4,5,3,6,2,5
ENSMUSE00001417999,4,0,0,1,0,1,2,2,0,10,1,2,0,1,0,0,0,2,1,0,18,1,0
ENSMUSE00001418049,28,4,4,17,0,1,18,0,1,55,10,26,2,2,1,0,1,7,2,0,85,4,4
ENSMUSE00001418080,3,1,0,1,1,1,5,2,0,1,3,6,2,2,1,0,0,2,2,5,14,1,1
