name,KO_0h_rep1_dupr_R,KO_0h_rep2_dupr_R,KO_0h_rep3_dupr_R,KO_24h_rep1_dupr_R,KO_24h_rep2_dupr_R,KO_24h_rep3_dupr_R,KO_48h_rep1_dupr_R,KO_48h_rep2_dupr_R,KO_48h_rep3_dupr_R,KO_6h_rep1_dupr_R,KO_6h_rep2_dupr_R,WT_0h_rep1_dupr_R,WT_0h_rep2_dupr_R,WT_0h_rep3_dupr_R,WT_24h_rep1_dupr_R,WT_24h_rep2_dupr_R,WT_24h_rep3_dupr_R,WT_48h_rep1_dupr_R,WT_48h_rep2_dupr_R,WT_48h_rep3_dupr_R,WT_6h_rep1_dupr_R,WT_6h_rep2_dupr_R,WT_6h_rep3_dupr_R
ENSMUSE00000875710,0,0,0,2,10,4,4,5,2,9,0,0,1,0,1,1,2,0,1,6,1,2,8
ENSMUSE00000875782,90,5,2,14,5,4,33,3,1,84,27,42,6,8,7,0,3,10,5,2,97,14,9
ENSMUSE00000875840,19,9,9,5,0,5,8,4,3,8,1,25,3,11,2,3,0,11,9,5,10,6,9
ENSMUSE00000875893,3,3,1,3,2,0,2,1,2,5,0,7,0,7,1,0,0,2,2,0,9,2,1
ENSMUSE00000876140,18,2,1,8,1,0,13,0,0,19,7,7,2,4,0,3,0,2,0,0,37,4,1
ENSMUSE00000876143,30,3,0,8,0,1,17,0,0,33,11,11,3,3,0,2,0,3,1,0,50,6,1
ENSMUSE00000876396,7,1,0,5,1,2,2,1,2,11,3,5,0,4,0,2,1,2,2,0,22,1,0
ENSMUSE00000876480,24,19,3,2,1,1,7,9,6,17,2,19,10,10,9,1,1,6,6,3,2,2,2
ENSMUSE00000876623,4,3,8,4,0,0,1,0,0,0,1,9,4,2,1,0,0,0,0,0,0,1,1
ENSMUSE00000876750,15,2,1,5,0,2,11,1,1,21,7,6,0,6,2,2,2,6,2,1,29,5,2
ENSMUSE00000876895,3,1,1,5,0,0,1,0,3,3,0,3,2,1,0,0,0,2,0,3,11,2,0
ENSMUSE00000877552,20,7,10,5,3,3,2,1,1,22,6,22,7,7,0,2,0,9,2,3,15,2,3
ENSMUSE00000877988,2,1,2,1,3,1,0,0,2,11,0,6,1,0,0,1,1,0,6,0,6,12,9
ENSMUSE00000878031,90,71,94,54,111,86,86,122,73,101,19,108,63,127,50,66,74,56,80,77,49,27,52
ENSMUSE00000878149,24,13,9,14,21,7,18,9,6,22,2,33,5,18,11,8,7,21,21,13,12,17,27
ENSMUSE00000878293,3,3,1,0,1,0,1,3,0,2,0,6,3,1,0,0,1,0,1,1,1,0,4
ENSMUSE00000878383,23,1,8,1,15,9,6,7,9,14,0,14,4,12,1,5,3,5,13,6,7,0,5
ENSMUSE00000878642,0,0,0,6,21,7,1,1,0,3,1,1,0,0,1,0,2,1,6,0,4,1,2
ENSMUSE00000878782,1,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,7,1,0
ENSMUSE00000878817,15,7,7,8,14,7,17,20,3,19,3,29,8,7,8,3,9,19,21,10,11,7,12
ENSMUSE00000878981,237,110,33,34,26,39,778,828,324,70,3,3,3,0,3,3,10,84,76,99,13,0,4
ENSMUSE00000879053,1,2,0,2,4,0,2,0,0,7,2,3,2,2,4,0,1,5,1,3,5,5,12
ENSMUSE00000879463,1,0,0,1,1,0,0,0,0,6,0,1,0,3,0,0,0,0,0,0,5,0,0
ENSMUSE00000879644,11,1,0,1,2,0,4,0,0,19,5,15,1,4,4,0,1,7,1,0,22,4,1
ENSMUSE00000879752,20,25,12,29,66,43,23,28,18,101,52,30,20,30,55,61,66,22,26,27,119,128,167
ENSMUSE00000879906,19,3,1,4,1,0,5,0,2,24,5,8,1,0,0,0,0,2,1,0,35,1,1
ENSMUSE00000879992,31,7,0,13,1,0,18,1,0,45,8,21,1,5,3,0,1,9,1,1,49,1,2
ENSMUSE00000880529,40,9,3,21,10,9,26,2,3,50,21,33,4,8,3,1,1,9,4,5,120,11,10
ENSMUSE00000880931,0,0,0,1,3,2,13,7,4,1,0,1,0,0,2,1,1,3,6,2,0,0,0
ENSMUSE00000881047,40,19,27,14,9,5,12,17,3,66,16,56,10,34,13,6,11,13,19,13,65,28,42
ENSMUSE00000881438,23,17,10,13,20,27,34,26,3,35,4,33,17,20,13,13,13,19,24,17,26,12,21
ENSMUSE00000881528,27,2,0,4,2,0,14,3,2,40,8,14,3,3,2,1,0,4,1,0,65,12,3
ENSMUSE00000881549,4,0,0,1,2,0,3,1,0,1,1,0,0,2,0,0,0,1,0,0,6,0,1
ENSMUSE00000881833,11,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,2
ENSMUSE00000882141,7,8,6,5,8,4,6,4,2,12,4,6,4,7,2,2,3,3,9,5,9,6,2
ENSMUSE00000882237,7,2,1,11,0,0,5,1,0,27,3,6,0,0,1,0,0,2,1,0,18,0,0
ENSMUSE00000882346,0,1,0,6,13,4,0,4,3,4,0,2,0,0,1,4,7,1,3,1,0,6,5
ENSMUSE00000882414,3,0,1,1,0,0,3,0,0,6,0,1,0,1,0,0,0,0,0,0,1,1,0
ENSMUSE00000883116,10,9,3,9,2,1,10,1,5,12,3,6,4,2,0,1,1,1,5,4,11,1,3
ENSMUSE00000883247,3,1,2,4,1,0,2,3,1,9,1,0,1,0,2,0,0,2,1,1,5,2,2
ENSMUSE00000883354,5,2,2,2,15,5,24,34,10,8,0,10,0,2,2,1,7,20,27,28,5,0,1
ENSMUSE00000883632,63,31,27,23,28,16,35,33,15,31,6,67,8,33,15,10,25,19,29,23,23,15,20
ENSMUSE00000884046,1,1,4,3,11,9,4,11,5,11,2,1,2,6,8,7,8,6,10,8,12,7,16
ENSMUSE00000884166,1,3,7,0,0,1,0,1,1,2,0,1,2,1,0,1,0,0,0,0,3,0,2
ENSMUSE00000884505,2,0,0,1,4,1,3,5,4,1,0,5,0,2,2,2,0,4,9,7,2,1,0
ENSMUSE00000884563,6,2,2,6,7,4,24,10,3,10,1,8,3,4,0,4,4,9,17,14,4,7,2
ENSMUSE00000884625,13,2,3,2,0,1,6,0,1,10,3,7,1,1,1,0,1,4,1,0,22,3,6
ENSMUSE00000885791,16,11,2,11,17,8,5,5,2,27,11,36,5,6,2,19,4,2,13,4,44,36,19
ENSMUSE00000886000,977,1297,453,334,998,567,983,1214,438,458,55,1545,1295,1061,602,565,828,1842,1636,1459,732,350,780
ENSMUSE00000886270,190,250,35,61,29,29,410,347,194,122,36,172,145,72,11,10,15,58,48,69,133,20,19
ENSMUSE00000886406,48,73,35,10,20,16,21,37,7,27,7,112,43,49,16,7,13,16,20,9,26,6,40
ENSMUSE00000886454,2,0,0,0,0,1,2,0,0,7,1,3,0,1,1,0,1,1,0,1,4,0,0
ENSMUSE00000886489,8,2,0,2,3,1,5,6,1,12,5,3,1,0,0,0,0,1,2,1,6,1,1
ENSMUSE00000886586,35,9,4,14,6,2,19,0,0,29,5,24,7,6,5,2,3,5,1,2,72,6,4
ENSMUSE00000886801,1,1,0,0,0,0,2,0,1,2,1,2,0,0,0,0,1,0,0,0,6,0,1
ENSMUSE00000886813,6,5,0,8,23,18,2,34,7,35,10,1,0,6,13,9,7,17,14,10,33,21,27
ENSMUSE00000887022,67,35,51,13,15,13,25,22,15,47,9,97,56,72,7,14,18,19,27,15,38,18,40
ENSMUSE00000887328,200,84,158,57,113,93,164,183,76,115,29,222,79,146,66,71,74,159,190,172,112,53,127
ENSMUSE00000887614,4,0,0,2,0,0,2,0,0,9,0,2,0,0,0,0,0,0,0,0,11,1,0
ENSMUSE00000887774,7,0,0,11,26,17,3,5,2,45,7,2,1,0,13,11,16,3,9,4,41,27,21
ENSMUSE00000888056,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,6,0,0
ENSMUSE00000888197,59,11,5,11,8,2,27,7,0,72,24,30,4,13,5,2,2,15,0,3,110,7,10
ENSMUSE00000888298,7,0,0,3,1,1,2,0,1,9,3,1,1,1,0,1,0,1,0,1,6,1,1
ENSMUSE00000888464,2,0,1,0,2,1,3,2,1,4,0,2,0,0,1,2,1,0,0,1,4,4,6
ENSMUSE00000888548,18,6,7,10,3,1,16,2,2,26,8,6,2,8,0,3,0,1,4,3,22,1,1
ENSMUSE00000888658,30,36,20,9,21,32,27,43,16,25,4,52,16,14,9,5,11,18,17,7,25,10,19
ENSMUSE00000888704,0,0,3,3,3,4,4,8,5,5,0,1,1,2,2,1,2,1,1,1,1,2,2
ENSMUSE00000888716,0,1,2,1,3,3,0,1,3,7,1,2,0,0,3,5,2,2,1,4,6,5,5
ENSMUSE00000889175,5,1,0,3,0,1,4,3,1,2,1,3,1,5,1,0,0,2,1,0,6,0,1
ENSMUSE00000889215,10,0,3,2,0,1,3,0,0,5,0,2,2,2,1,2,0,2,0,0,7,0,1
ENSMUSE00000889296,1,1,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,1,6,0,0
ENSMUSE00000889473,42,7,4,14,2,0,19,1,0,46,7,21,3,4,2,0,1,6,4,0,53,6,3
ENSMUSE00000889541,12,3,3,7,11,5,28,22,7,21,3,13,9,5,5,3,14,19,42,24,26,3,7
ENSMUSE00000889779,2,0,0,3,1,0,0,0,0,7,2,0,0,1,1,0,0,1,0,0,3,0,0
ENSMUSE00000889986,2,3,0,0,0,1,1,0,0,1,0,7,0,3,0,0,0,1,3,0,5,1,1
ENSMUSE00000890124,15,20,1,12,4,3,9,4,1,20,10,19,9,6,7,0,0,18,2,5,23,2,4
ENSMUSE00000890186,5,2,0,6,2,1,1,0,0,9,2,2,0,4,3,0,0,0,0,0,12,0,2
ENSMUSE00000890227,57,19,30,26,39,24,34,13,10,112,24,40,19,42,8,12,20,25,32,17,86,37,51
ENSMUSE00000890261,6,0,1,7,0,0,5,1,0,2,4,2,1,1,3,0,0,2,2,1,19,0,1
ENSMUSE00000890366,1,2,6,1,0,1,1,6,12,4,0,6,1,2,0,3,0,0,7,1,0,0,1
ENSMUSE00000890806,0,0,0,4,4,5,4,6,2,2,0,0,0,0,4,1,0,1,4,13,4,0,5
ENSMUSE00000890841,33,15,12,7,28,12,28,30,14,25,3,47,9,17,8,20,12,15,34,17,17,8,18
ENSMUSE00000890886,16,8,6,20,32,18,15,16,10,16,2,7,11,5,22,14,7,14,11,10,9,4,4
ENSMUSE00000891165,27,2,1,7,1,0,15,0,0,36,9,13,3,6,2,1,1,8,0,0,83,3,4
ENSMUSE00000891192,8,2,2,1,0,1,1,0,1,5,0,2,0,0,0,1,0,0,0,0,1,0,0
ENSMUSE00000891634,38,14,32,45,54,66,40,57,22,97,14,15,6,17,54,18,45,35,50,29,55,50,62
ENSMUSE00000891702,4,2,5,2,1,2,1,7,2,7,4,3,2,2,4,4,4,4,1,5,8,7,9
ENSMUSE00000891717,9,10,1,0,0,1,1,0,0,1,0,19,13,4,1,1,2,0,1,2,0,1,0
ENSMUSE00000891807,1,8,1,4,1,0,1,2,1,1,2,8,5,1,0,0,0,0,7,1,4,1,1
ENSMUSE00000891853,5,0,2,1,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0
ENSMUSE00000892041,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,6,0,0
ENSMUSE00000892103,2,1,2,0,0,0,6,2,1,0,0,6,1,2,1,0,0,0,2,1,0,0,0
ENSMUSE00000892151,4,1,0,0,3,1,3,0,0,6,0,1,0,3,0,0,0,0,0,0,1,1,0
ENSMUSE00000892169,6,4,1,0,5,0,0,1,0,4,1,4,6,2,1,1,0,0,0,1,1,0,2
ENSMUSE00000892184,2,1,0,7,3,0,6,3,5,12,6,3,0,1,1,0,0,3,3,1,16,2,4
ENSMUSE00000892623,0,0,0,2,0,0,0,0,0,2,2,1,0,0,0,0,0,2,0,0,10,1,0
ENSMUSE00000892797,2,0,1,1,0,0,1,0,0,7,1,2,0,1,1,0,0,0,1,3,10,0,1
ENSMUSE00000893082,3,4,5,14,18,13,16,22,9,30,0,2,5,1,1,8,13,6,12,11,4,3,15
ENSMUSE00000893135,1,0,1,0,0,0,2,0,0,8,1,3,0,0,0,0,0,0,0,0,1,1,0
ENSMUSE00000893215,179,23,8,45,12,7,100,8,0,196,44,117,15,26,9,5,4,20,9,2,420,44,28
ENSMUSE00000893353,3,5,6,31,40,30,18,21,23,5,2,2,4,2,24,19,26,27,16,19,2,3,0
ENSMUSE00000893429,2,0,0,3,11,5,2,6,6,8,1,3,0,1,5,4,6,2,2,1,4,4,5
ENSMUSE00000893652,25,13,34,0,1,0,1,1,0,1,2,21,3,14,0,0,0,1,1,0,0,0,1
ENSMUSE00000893953,27,3,0,19,5,3,37,0,1,51,11,20,3,10,0,1,0,7,0,1,76,10,7
ENSMUSE00000894110,23,25,18,6,21,18,8,21,13,8,4,29,26,22,9,16,18,34,36,31,11,6,14
ENSMUSE00000894164,17,3,2,22,114,71,56,48,21,238,32,15,4,4,98,56,58,106,150,106,169,147,197
ENSMUSE00000894267,447,172,259,140,253,242,322,291,165,363,37,491,137,293,174,127,177,216,255,250,278,172,259
ENSMUSE00000894284,5,2,0,6,0,1,9,0,0,16,4,6,1,1,0,2,0,10,2,1,22,13,8
ENSMUSE00000894319,14,0,4,5,14,13,7,2,8,17,10,4,2,2,3,12,4,3,16,18,28,14,42
ENSMUSE00000894362,18,7,2,10,1,0,11,4,2,27,7,11,1,3,3,3,2,9,5,1,17,5,2
ENSMUSE00000894491,22,1,1,10,1,2,12,1,1,17,7,7,1,5,1,1,0,4,4,1,43,0,3
ENSMUSE00000894640,14,2,1,4,1,0,2,0,0,4,0,5,2,1,0,1,0,1,1,1,5,2,1
ENSMUSE00000894686,5,3,5,0,1,7,5,1,0,1,2,6,0,1,1,1,3,3,4,0,5,2,5
ENSMUSE00000894786,2,1,5,0,5,5,6,10,2,11,0,2,2,3,2,0,4,2,8,6,5,4,14
ENSMUSE00000894819,35,2,1,6,1,1,13,0,1,21,6,11,2,5,2,1,0,4,1,1,28,3,3
ENSMUSE00000895382,12,1,1,5,0,0,14,0,0,18,5,5,1,0,1,0,1,0,1,0,18,2,0
ENSMUSE00000895400,7,9,9,1,3,2,0,4,4,0,1,7,6,4,0,1,0,1,1,0,2,2,1
ENSMUSE00000895473,14,2,0,6,0,1,13,4,2,15,2,13,1,9,5,0,1,3,1,1,20,2,3
ENSMUSE00000895551,7,1,6,8,12,9,13,21,7,5,0,13,0,6,5,1,5,27,19,19,5,3,1
ENSMUSE00000895623,0,0,0,1,1,4,0,0,0,2,0,3,0,0,0,1,0,0,9,0,1,0,2
ENSMUSE00000895710,7,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,1
ENSMUSE00000895760,55,16,13,258,626,632,2391,2265,1075,9,1,98,5,18,236,179,382,2038,2288,1705,26,6,17
ENSMUSE00000895800,0,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,6,0,0
ENSMUSE00000895871,13,5,9,13,22,26,18,26,9,43,4,12,1,13,16,10,21,30,30,34,29,12,28
ENSMUSE00000895981,22,2,1,10,3,0,12,0,0,22,6,6,1,0,0,2,0,6,2,0,43,5,1
ENSMUSE00000896161,22,10,2,3,4,6,26,21,12,21,0,21,2,10,2,9,4,21,7,11,8,4,8
ENSMUSE00000896439,23,3,1,13,1,2,11,1,0,37,14,25,3,1,2,0,2,1,3,0,65,7,5
ENSMUSE00000896707,421,278,96,309,602,464,747,862,386,678,54,739,195,103,285,212,300,366,682,435,410,230,376
ENSMUSE00000896985,3,0,0,1,0,0,1,0,0,2,1,6,0,0,0,0,0,0,0,0,7,2,0
ENSMUSE00000897229,8,7,6,0,2,1,3,7,2,5,0,4,3,3,1,1,1,1,1,1,9,0,2
ENSMUSE00000897232,19,23,3,39,71,60,94,97,64,142,9,32,15,8,37,37,36,50,124,61,85,41,52
ENSMUSE00000897234,66,70,48,45,61,34,111,83,71,99,18,86,46,42,42,28,39,38,76,37,42,19,65
ENSMUSE00000897309,152,89,28,57,79,72,256,244,93,169,22,133,43,50,33,26,35,47,77,51,192,44,67
ENSMUSE00000897399,36,6,29,9,15,11,8,25,23,38,3,82,5,22,13,9,14,10,26,13,10,11,8
ENSMUSE00000897433,7,1,1,0,3,0,3,2,0,7,3,8,1,5,0,0,0,0,0,0,5,3,0
ENSMUSE00000898008,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,6,0,0
ENSMUSE00000898215,8,0,0,0,1,0,3,0,0,7,3,8,1,2,0,0,0,0,1,0,5,4,1
ENSMUSE00000898327,2,2,0,0,2,0,1,0,0,2,1,1,1,1,0,0,0,1,1,0,9,0,0
ENSMUSE00000898526,30,4,1,7,4,2,23,4,0,32,7,13,3,7,1,0,1,4,1,1,35,5,7
ENSMUSE00000898542,3,4,2,0,0,3,0,0,4,0,0,11,1,7,0,2,2,4,6,2,0,0,0
ENSMUSE00000898651,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0
ENSMUSE00000898679,3,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,6,0,0
ENSMUSE00000898774,20,3,0,6,0,1,9,0,0,32,5,13,3,2,0,0,1,2,0,0,44,1,1
ENSMUSE00000899008,2,1,0,3,0,0,4,0,0,15,3,8,3,1,2,0,0,1,0,1,12,1,0
ENSMUSE00000899579,15,1,17,3,0,0,5,0,2,9,4,30,0,33,0,0,0,3,0,1,9,3,1
ENSMUSE00000899678,27,13,9,8,17,13,16,25,5,20,1,34,6,1,9,20,15,2,22,16,9,13,16
ENSMUSE00000899926,12,1,1,8,0,2,6,1,1,24,5,14,2,7,1,0,0,2,0,0,18,2,3
ENSMUSE00000899946,18,0,2,6,1,4,13,1,1,20,13,10,2,6,1,2,2,4,1,0,45,3,5
ENSMUSE00000899985,0,0,0,1,7,5,4,5,2,2,1,2,0,0,1,1,0,1,4,1,6,2,1
ENSMUSE00000900258,5,2,6,4,2,4,3,0,6,9,2,6,2,3,6,1,3,0,0,0,8,0,5
ENSMUSE00000900373,7,8,0,1,2,9,0,1,1,7,1,1,1,1,0,5,10,0,0,5,2,8,7
ENSMUSE00000900789,2,0,0,0,0,0,0,0,0,6,1,2,0,0,1,1,0,0,0,0,0,0,0
ENSMUSE00000900831,21,14,8,9,19,14,25,14,9,23,3,34,3,12,10,11,9,16,19,14,15,10,12
ENSMUSE00000900849,18,0,2,10,2,1,12,1,0,20,5,4,1,1,2,0,2,4,1,0,37,9,5
ENSMUSE00000900974,74,53,37,24,29,19,57,48,24,23,2,112,44,40,18,9,11,36,36,25,18,18,28
ENSMUSE00000901051,2,0,1,3,0,0,3,3,2,6,0,6,0,2,1,1,0,1,4,1,9,1,1
ENSMUSE00000901195,14,11,4,20,14,9,121,82,56,206,56,21,3,4,11,0,10,143,129,33,168,174,135
ENSMUSE00000901296,174,146,152,101,181,128,270,296,155,388,70,324,108,158,102,101,114,236,305,218,218,152,261
ENSMUSE00000901575,3,0,0,1,0,0,2,0,0,6,1,3,0,0,0,0,2,0,1,2,11,0,0
ENSMUSE00000901644,3,1,0,1,0,0,1,0,0,7,3,2,1,0,0,0,0,2,0,0,4,0,0
ENSMUSE00000902056,5,4,1,0,1,0,0,0,1,3,0,7,3,5,0,0,1,1,0,0,1,3,1
ENSMUSE00000902106,10,0,0,1,1,0,0,1,0,3,2,1,1,0,0,0,0,2,0,0,1,0,0
ENSMUSE00000902136,6,2,2,1,7,1,8,7,8,4,1,2,7,2,1,5,1,2,7,7,6,1,5
ENSMUSE00000902151,0,0,0,1,0,1,3,0,3,1,0,0,1,0,1,0,1,1,3,0,9,1,2
ENSMUSE00000902448,2,3,2,2,3,4,1,3,1,8,4,3,2,3,3,1,2,2,5,4,6,4,3
ENSMUSE00000902521,58,5,5,20,10,9,69,25,17,72,15,27,6,12,6,1,2,29,8,4,90,5,6
ENSMUSE00000902762,20,13,7,7,5,3,11,7,13,6,0,13,7,12,2,2,7,5,11,0,9,4,5
ENSMUSE00000902981,2,4,5,5,3,4,2,7,4,2,0,6,1,2,2,5,2,1,9,7,0,0,0
ENSMUSE00000903132,8,0,10,6,7,1,0,6,0,5,3,14,0,8,0,0,3,0,0,3,0,1,3
ENSMUSE00000903237,2061,732,1310,372,1323,945,1032,1454,641,1180,116,2911,474,1304,484,634,651,945,1620,1035,758,470,933
ENSMUSE00000903540,15,9,7,7,13,10,15,15,11,9,4,32,8,4,7,7,6,7,21,10,9,6,5
ENSMUSE00000903861,5,1,0,2,5,4,11,5,6,6,0,2,0,1,7,4,5,6,5,9,13,4,8
ENSMUSE00000903920,18,2,1,3,0,3,6,0,0,18,1,8,1,7,1,0,2,2,0,0,30,0,0
ENSMUSE00000903943,12,1,1,7,0,0,21,1,1,29,3,15,0,2,1,2,0,4,2,1,28,6,5
ENSMUSE00000904073,43,25,4,16,49,30,107,93,44,31,2,40,2,28,30,13,36,76,88,83,24,9,39
ENSMUSE00000904710,125,20,4,30,10,7,55,7,1,186,44,69,8,20,3,0,2,27,4,0,271,23,15
ENSMUSE00000904739,6,0,1,3,6,1,4,2,1,11,1,4,1,1,2,1,3,0,1,0,12,0,1
ENSMUSE00000905270,2,1,0,1,0,0,0,0,0,7,2,0,0,1,0,0,0,0,0,0,9,0,0
ENSMUSE00000905359,3,6,0,1,0,0,0,1,0,1,1,1,1,2,0,0,0,0,0,0,0,1,1
ENSMUSE00000905360,3,1,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,1
ENSMUSE00000905487,1,0,0,0,3,1,1,1,0,1,1,0,0,0,0,0,1,1,6,3,3,3,1
ENSMUSE00000905710,9,0,1,2,0,0,5,1,0,8,1,6,0,2,0,0,0,0,1,0,13,1,0
ENSMUSE00000905926,19,12,17,1,4,4,7,14,5,11,6,21,7,14,0,2,1,14,7,7,7,5,6
ENSMUSE00000906130,12,13,9,2,9,7,13,7,7,7,5,16,7,19,4,5,3,8,12,5,11,15,6
ENSMUSE00000906295,1,0,1,1,2,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,2,6,3
ENSMUSE00000906597,4,0,0,0,2,1,3,0,0,3,0,8,0,5,0,0,0,2,0,0,11,1,1
ENSMUSE00000906714,4,2,1,2,0,1,2,0,0,11,0,2,0,2,1,3,0,0,0,0,5,1,1
ENSMUSE00000906802,84,60,42,15,28,27,42,44,31,60,15,111,48,51,21,34,33,34,55,35,31,41,43
ENSMUSE00000907105,0,0,1,2,0,0,2,1,1,7,1,4,1,2,1,0,1,1,1,3,3,3,1
ENSMUSE00000907283,20,0,1,3,3,1,9,1,0,19,3,12,2,6,0,0,0,3,1,0,30,4,3
ENSMUSE00000907400,6,0,0,4,1,0,3,0,0,7,2,3,1,1,1,0,1,2,0,0,13,1,0
ENSMUSE00000907455,1,0,0,0,5,0,10,3,5,7,1,0,0,1,18,10,22,9,30,26,24,29,23
ENSMUSE00000907781,28,6,1,9,2,1,26,2,0,41,22,24,11,13,2,2,2,6,3,1,37,5,5
ENSMUSE00000908210,243,146,304,46,100,87,37,77,40,288,54,391,112,241,63,35,81,67,113,99,178,183,284
ENSMUSE00000908223,0,1,4,2,1,1,6,1,1,3,0,2,0,0,2,1,3,7,3,1,0,1,0
ENSMUSE00000908398,78,56,84,18,40,34,40,38,24,42,16,110,59,113,23,23,15,19,32,29,28,40,39
ENSMUSE00000908551,6,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSE00000908765,1,1,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,1,0,0
ENSMUSE00000908923,13,15,8,15,6,12,13,15,7,33,3,16,8,8,10,4,13,10,7,12,25,7,21
ENSMUSE00000909081,22,9,2,1,1,3,7,4,1,2,0,13,12,19,1,1,0,1,4,0,1,0,2
ENSMUSE00000909142,1779,757,835,414,1112,819,1117,1287,638,1400,149,2699,399,1040,484,546,776,975,1438,1009,830,541,881
ENSMUSE00000909338,8,0,7,0,3,3,3,3,2,2,1,11,1,0,0,3,1,6,12,4,4,1,2
ENSMUSE00000909433,37,28,44,6,6,4,9,6,5,27,4,28,38,44,6,0,10,12,13,3,20,5,11
ENSMUSE00000909564,4,3,9,63,246,150,65,217,70,333,67,14,3,3,132,155,185,225,442,256,303,193,308
ENSMUSE00000909653,12,1,2,2,0,0,5,1,0,11,3,7,1,3,0,0,0,1,0,0,16,0,0
ENSMUSE00000909770,30,1,7,3,13,10,15,14,2,7,1,46,10,15,0,2,5,10,14,8,3,1,1
ENSMUSE00000909890,284,211,54,59,44,25,263,94,33,44,10,292,63,79,15,7,5,14,21,11,55,2,4
ENSMUSE00000910120,34,19,11,9,6,3,37,23,14,68,9,32,13,13,0,1,9,17,25,11,74,39,40
ENSMUSE00000910168,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,8
ENSMUSE00000910803,2,2,0,0,0,0,3,0,0,6,1,0,0,0,0,0,0,0,1,0,6,0,0
ENSMUSE00000911076,5,3,0,3,1,0,11,8,1,0,0,3,2,2,1,1,0,4,4,1,0,0,0
ENSMUSE00000911094,3,1,0,1,0,0,1,2,0,6,0,1,1,0,0,2,1,0,0,1,1,2,1
ENSMUSE00000911798,3,0,0,0,1,0,1,1,0,7,2,5,1,0,0,0,0,1,1,0,20,1,3
ENSMUSE00000911943,10,20,3,1,1,3,7,3,0,8,6,11,9,3,0,2,2,3,4,2,11,1,2
ENSMUSE00000912037,58,22,11,51,75,83,79,71,57,94,18,52,18,31,42,23,46,37,84,60,90,32,54
ENSMUSE00000912054,11,1,3,6,10,6,15,15,7,5,4,9,1,5,5,5,4,10,8,15,4,3,7
ENSMUSE00000912079,2,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,14,3,2,1,0,1
ENSMUSE00000912230,19,30,16,4,5,3,16,8,1,10,10,37,44,24,7,2,3,11,4,3,21,37,18
ENSMUSE00000912417,4,1,1,1,1,1,0,1,0,3,0,9,1,1,0,0,0,1,1,0,0,1,0
ENSMUSE00000912426,2,0,0,2,1,1,2,1,2,8,1,2,4,5,1,1,0,3,2,0,14,0,2
ENSMUSE00000912926,1,1,0,1,4,0,0,6,0,5,1,0,0,1,1,0,1,1,4,3,1,1,0
ENSMUSE00000913145,5,0,2,1,0,2,12,5,5,4,0,6,1,1,0,0,0,1,0,0,2,0,0
ENSMUSE00000913357,1051,320,429,199,333,239,1817,1631,596,522,55,1787,184,538,89,93,112,248,455,196,176,81,196
ENSMUSE00000913399,20,3,2,7,1,0,10,0,0,26,11,12,1,4,1,0,0,6,1,0,43,5,4
ENSMUSE00000913425,7,1,1,2,0,0,6,1,0,22,3,7,2,2,0,0,0,3,2,1,10,1,1
ENSMUSE00000913542,0,0,1,7,14,11,5,5,2,10,1,3,0,3,2,4,3,2,3,1,5,4,6
ENSMUSE00000913764,3,0,0,2,0,0,2,2,0,12,0,1,1,0,0,0,0,0,1,0,4,0,0
ENSMUSE00000914028,32,15,25,4,3,10,22,2,4,34,9,14,13,26,4,4,3,6,5,5,39,3,15
ENSMUSE00000914094,171,285,153,87,131,112,138,140,81,306,63,403,198,217,94,53,102,106,176,123,256,143,314
ENSMUSE00000914155,13,1,1,16,1,1,7,1,0,38,11,11,1,7,0,2,2,5,0,0,26,3,3
ENSMUSE00000914259,4,1,3,3,1,0,5,0,1,7,3,0,1,0,1,0,1,1,0,1,8,1,1
ENSMUSE00000914546,2,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0
ENSMUSE00000914584,1126,1297,1379,674,1567,1227,936,1054,799,1518,614,1777,1077,1720,900,1068,1005,929,1100,909,1375,1223,1741
ENSMUSE00000914621,37,8,8,11,27,6,17,5,0,17,1,35,4,19,20,12,10,9,26,9,16,20,9
