"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005912","adherens junction","1/29","280/23416",0.294657238591023,0.294657238591023,0.381249258097031,"Neurl2",1
"GO:0030659","cytoplasmic vesicle membrane","1/29","287/23416",0.300823633266074,0.300823633266074,0.381249258097031,"Gper1",1
"GO:0031253","cell projection membrane","1/29","292/23416",0.305196299012743,0.305196299012743,0.381249258097031,"Gper1",1
"GO:0070161","anchoring junction","1/29","294/23416",0.306937962027271,0.306937962027271,0.381249258097031,"Neurl2",1
"GO:0044445","cytosolic part","1/29","302/23416",0.313862555958049,0.313862555958049,0.382206208493806,"Ticam1",1
"GO:0012506","vesicle membrane","1/29","312/23416",0.322424401468759,0.322424401468759,0.385081775033537,"Gper1",1
"GO:0150034","distal axon","1/29","361/23416",0.362908085724457,0.362908085724457,0.394628146619689,"Gper1",1
"GO:0045211","postsynaptic membrane","1/29","368/23416",0.36849730061778,0.36849730061778,0.394628146619689,"Gper1",1
"GO:0031252","cell leading edge","1/29","371/23416",0.370878158520334,0.370878158520334,0.394628146619689,"Gper1",1
"GO:0014069","postsynaptic density","1/29","387/23416",0.383430418361138,0.383430418361138,0.394628146619689,"Gper1",1
"GO:0032279","asymmetric synapse","1/29","390/23416",0.385756891752787,0.385756891752787,0.394628146619689,"Gper1",1
"GO:0000790","nuclear chromatin","1/29","398/23416",0.391919459644184,0.391919459644184,0.394628146619689,"Rsf1",1
"GO:0005635","nuclear envelope","1/29","402/23416",0.394978314936901,0.394978314936901,0.394628146619689,"Gper1",1
"GO:0005667","transcription factor complex","1/29","411/23416",0.401806516829178,0.401806516829178,0.394628146619689,"Arid5a",1
"GO:0005764","lysosome","1/29","415/23416",0.404817334138664,0.404817334138664,0.394628146619689,"Tpcn1",1
"GO:0098984","neuron to neuron synapse","1/29","415/23416",0.404817334138664,0.404817334138664,0.394628146619689,"Gper1",1
"GO:0000323","lytic vacuole","1/29","416/23416",0.405567749221051,0.405567749221051,0.394628146619689,"Tpcn1",1
"GO:0098791","Golgi subcompartment","1/29","419/23416",0.407813517464117,0.407813517464117,0.394628146619689,"Gper1",1
"GO:0099572","postsynaptic specialization","1/29","426/23416",0.413021831419759,0.413021831419759,0.394628146619689,"Gper1",1
"GO:0033267","axon part","1/29","441/23416",0.424033993313086,0.424033993313086,0.39901125367579,"Gper1",1
"GO:0044431","Golgi apparatus part","1/29","474/23416",0.447563061761981,0.447563061761981,0.414865995977328,"Gper1",1
