# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "16" "-t" "mRNA" "-f" "-O" "-g" "ID" "-p" "-B" "-C" "-a" "/gpfs/group/pipkin/hdiao/Exp337/codes_hpc/Mus_musculus.GRCm38.102.mRNA.simp.rmdup.srt.gff3" "-o" "/gpfs/group/pipkin/hdiao/Exp337/2_featureCounts/337_5_pos_mRNA.txt" "/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_5_srt_flt_pos_srt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_5_srt_flt_pos_srt.bam
Apol6	15	77044729	77057106	+	12378	6
Rbfox2	15	77078990	77307004	-	228015	94
Apol7a	15	77388219	77399110	-	10892	12
Apol9a	15	77403789	77411135	-	7347	4
Apol7b	15	77422209	77447460	-	25252	436
Apol10a	15	77477047	77491069	+	14023	2
Apol11a	15	77508271	77518051	+	9781	2
Apol7c	15	77524852	77533316	-	8465	6
1700025B11Rik	15	77558239	77561892	-	3654	3
Apol10b	15	77583819	77596125	-	12307	9
Gm36245	15	77599258	77602854	+	3597	2
Apol11b	15	77633946	77643286	-	9341	4
Apol7e	15	77698905	77719285	+	20381	18
Apol9b	15	77729039	77736382	+	7344	40
Apol8	15	77747798	77757003	-	9206	1386
Myh9	15	77760587	77842175	-	81589	15741
Txn2	15	77915047	77929006	-	13960	210
Foxred2	15	77940522	77956722	-	16201	90
Eif3d	15	77958998	77970813	-	11816	459
Cacng2	15	77991748	78120028	-	128281	59
Ift27	15	78159463	78174107	-	14645	55
Pvalb	15	78191114	78206400	-	15287	2
Ncf4	15	78244801	78262580	+	17780	10
Csf2rb2	15	78282507	78305721	-	23215	12
Csf2rb	15	78325752	78353847	+	28096	16
Tex33	15	78378400	78395912	-	17513	6
Tst	15	78399556	78405907	-	6352	7
Mpst	15	78406416	78414013	+	7598	3
Kctd17	15	78428564	78439303	+	10740	2
Tmprss6	15	78439667	78468634	-	28968	12
Il2rb	15	78479256	78495271	-	16016	3045
C1qtnf6	15	78523346	78531416	-	8071	4
Sstr3	15	78537008	78544685	-	7678	3
Rac2	15	78559167	78572783	-	13617	673
Cyth4	15	78597047	78622019	+	24973	11
Elfn2	15	78667331	78718771	-	51441	73
Mfng	15	78755882	78773475	-	17594	766
Card10	15	78775138	78803042	-	27905	13
Cdc42ep1	15	78842624	78850897	+	8274	2
Lgals2	15	78850860	78855529	-	4670	2
Gga1	15	78877190	78894585	+	17396	196
Gm49510	15	78899667	78919032	+	19366	20
Sh3bp1	15	78899768	78912051	+	12284	5
Pdxp	15	78913919	78919517	+	5599	19
Lgals1	15	78926725	78930465	+	3741	12
Nol12	15	78934933	78943638	+	8706	2
Triobp	15	78947724	79005869	+	58146	23
H1f0	15	79028450	79030504	+	2055	0
Gcat	15	79030874	79042531	+	11658	7
Galr3	15	79041885	79043558	+	1674	1
Ankrd54	15	79053094	79062885	-	9792	168
Eif3l	15	79075179	79094405	+	19227	4
Micall1	15	79108964	79136900	+	27937	15
1700088E04Rik	15	79134655	79141253	-	6599	4
Polr2f	15	79141009	79151774	+	10766	6
Sox10	15	79154908	79165240	-	10333	2
Pick1	15	79229173	79249484	+	20312	8
Gm49486	15	79229391	79256674	+	27284	9
Slc16a8	15	79251014	79254761	-	3748	0
Baiap2l2	15	79258195	79285537	-	27343	8
Pla2g6	15	79286228	79328390	-	42163	256
Maff	15	79346621	79359076	+	12456	157
Tmem184b	15	79360684	79403569	-	42886	1133
Csnk1e	15	79417856	79455566	-	37711	405
Kcnj4	15	79483714	79505241	-	21528	7
Kdelr3	15	79516411	79527739	+	11329	161
Ddx17	15	79527736	79546741	-	19006	3939
Dmc1	15	79561497	79605109	-	43613	19
Fam227a	15	79609576	79658956	-	49381	24
Cby1	15	79659199	79667660	+	8462	7
Tomm22	15	79670861	79673400	+	2540	10
Josd1	15	79674251	79687919	-	13669	378
Gtpbp1	15	79690845	79721479	+	30635	58
Sun2	15	79724070	79742536	-	18467	2764
Dnal4	15	79761453	79776972	-	15520	77
Nptxr	15	79786351	79804766	-	18416	22
Npcd	15	79789675	79834237	-	44563	230
Cbx6	15	79823896	79834688	-	10793	193
Apobec3	15	79891659	79915906	+	24248	72
Cbx7	15	79915807	79971119	-	55313	1447
Pdgfb	15	79995874	80014808	-	18935	11
Rpl3	15	80077791	80091868	-	14078	1573
Syngr1	15	80091334	80119501	+	28168	13
Tab1	15	80133127	80161707	+	28581	17
Mgat3	15	80173721	80215519	+	41799	10
Mief1	15	80234018	80253371	+	19354	4
AC140267.1	15	80235835	80236047	+	213	0
Atf4	15	80255184	80257541	+	2358	2
Rps19bp1	15	80260615	80264315	-	3701	37
Cacna1i	15	80287238	80398279	+	111042	26
Enthd1	15	80452240	80565156	-	112917	99
Grap2	15	80572594	80652854	+	80261	97
Fam83f	15	80671847	80700425	+	28579	188
Tnrc6b	15	80711313	80941085	+	229773	152
Adsl	15	80948490	80970946	+	22457	7
Sgsm3	15	80977765	81012290	+	34526	903
Mrtfa	15	81012281	81190757	-	178477	7590
Mchr1	15	81235499	81238964	+	3466	0
Slc25a17	15	81318911	81360812	-	41902	379
St13	15	81363669	81400077	-	36409	1034
Xpnpep3	15	81400138	81457482	+	57345	17
Dnajb7	15	81406926	81408299	-	1374	0
Rbx1	15	81466296	81476369	+	10074	4
Ep300	15	81585397	81652077	+	66681	47
L3mbtl2	15	81663889	81688315	+	24427	28
Chadl	15	81678296	81697287	-	18992	13
Rangap1	15	81704248	81745530	-	41283	709
Zc3h7b	15	81745057	81796260	+	51204	20
Tef	15	81802421	81826863	+	24443	19
Tob2	15	81848272	81858522	-	10251	1041
Phf5a	15	81864520	81871911	-	7392	355
Aco2	15	81872309	81915133	+	42825	367
Polr3h	15	81915029	81926240	-	11212	295
Csdc2	15	81936759	81950941	+	14183	14
Pmm1	15	81951108	81960930	-	9823	121
1700029P11Rik	15	81980540	81981563	+	1024	3
Xrcc6	15	81987835	82040085	+	52251	609
Desi1	15	81992523	82016225	-	23703	343
Snu13	15	82040525	82047598	-	7074	381
4930407I10Rik	15	82059151	82066540	+	7390	2
Mei1	15	82069996	82126814	+	56819	16
Ccdc134	15	82127922	82142203	+	14282	4
Srebf2	15	82147181	82205379	+	58199	33
Shisa8	15	82206168	82212815	-	6648	3
Tnfrsf13c	15	82221743	82224369	-	2627	2
Cenpm	15	82233779	82244748	-	10970	20
1500009C09Rik	15	82252397	82260753	+	8357	3
Septin3	15	82268802	82294574	+	25773	8
Wbp2nl	15	82298954	82314623	+	15670	10
Naga	15	82329532	82338925	-	9394	265
Smdt1	15	82338959	82349091	+	10133	20
Pheta2	15	82340858	82345743	+	4886	4
Ndufa6	15	82350140	82354322	-	4183	92
Cyp2d22	15	82370527	82380257	-	9731	30
Cyp2d11	15	82389154	82394022	-	4869	3
Cyp2d10	15	82402846	82407195	-	4350	2
Cyp2d9	15	82433437	82456845	+	23409	7
Cyp2d12	15	82555072	82559434	+	4363	2
Cyp2d34	15	82615965	82620946	-	4982	0
AC118710.1	15	82636750	82642025	-	5276	1
Cyp2d40	15	82759833	82764183	-	4351	2
Cyp2d26	15	82790101	82794294	-	4194	36
Tcf20	15	82808436	82987872	-	179437	7499
Nfam1	15	82992973	83033306	-	40334	32
Serhl	15	83089508	83116674	+	27167	293
Rrp7a	15	83113433	83122801	-	9369	515
Poldip3	15	83125976	83149384	-	23409	2034
Cyb5r3	15	83153494	83172592	-	19099	494
A4galt	15	83226722	83251774	-	25053	8
Arfgap3	15	83299739	83350247	-	50509	349
Pacsin2	15	83375607	83464606	-	89000	1145
Ttll1	15	83483769	83510893	-	27125	21
Bik	15	83526862	83544634	+	17773	12
Mcat	15	83546797	83555735	-	8939	64
Tspo	15	83563592	83574203	+	10612	150
Ttll12	15	83575090	83595157	-	20068	384
Scube1	15	83605003	83725021	-	120019	40
Mpped1	15	83779467	83858494	+	79028	17
Efcab6	15	83866712	84065349	-	198638	74
Sult4a1	15	84076097	84105754	-	29658	18
Pnpla5	15	84112356	84123175	-	10820	7
Pnpla3	15	84167837	84186206	+	18370	7
Samm50	15	84192241	84217267	+	25027	11
Parvb	15	84232043	84315688	+	83646	29
Parvg	15	84324720	84342978	+	18259	6
Shisal1	15	84379203	84447097	-	67895	27
Rtl6	15	84553398	84557823	-	4426	20
Prr5	15	84669620	84703673	+	34054	5
Arhgap8	15	84720052	84772207	+	52156	44
Phf21b	15	84785381	84856049	-	70669	86
Gm29666	15	84910438	84920038	-	9601	34
Nup50	15	84923411	84942963	+	19553	10
5031439G07Rik	15	84943936	84988000	-	44065	485
Upk3a	15	85017141	85022547	+	5407	2
Fam118a	15	85037089	85062830	+	25742	21
Smc1b	15	85064689	85131964	-	67276	25
Ribc2	15	85132078	85144570	+	12493	7
Fbln1	15	85205949	85286535	+	80587	23
Atxn10	15	85336245	85463212	+	126968	50
7530416G11Rik	15	85492736	85503227	-	10492	12
Wnt7b	15	85535437	85582473	-	47037	18
Ppara	15	85735564	85802819	+	67256	24
Cdpf1	15	85806972	85811697	-	4726	17
Pkdrej	15	85814670	85821734	-	7065	6
Ttc38	15	85832306	85858822	+	26517	15
Gtse1	15	85859745	85876573	+	16829	10
Trmu	15	85879312	85897392	+	18081	135
Celsr1	15	85898929	86034203	-	135275	3351
Gramd4	15	86057695	86137634	+	79940	155
Cerk	15	86139129	86186141	-	47013	1063
Tbc1d22a	15	86214459	86498503	+	284045	216
Tafa5	15	87544299	87759364	+	215066	86
Zdhhc25	15	88600302	88601669	+	1368	1
Brd1	15	88687034	88734233	-	47200	4436
Zbed4	15	88751660	88784516	+	32857	24
Alg12	15	88805244	88819318	-	14075	205
Creld2	15	88819646	88826683	+	7038	1
Pim3	15	88862186	88865726	+	3541	2
Ttll8	15	88890633	88954418	-	63786	20
Mlc1	15	88955884	88979007	-	23124	6
Mov10l1	15	88982909	89055152	+	72244	32
Panx2	15	89059734	89073567	+	13834	6
Trabd	15	89075124	89087077	+	11954	10
Selenoo	15	89089084	89100340	+	11257	200
Tubgcp6	15	89098357	89123087	-	24731	561
Hdac10	15	89123307	89128700	-	5394	113
Mapk12	15	89130584	89140621	-	10038	4
Mapk11	15	89142487	89149628	-	7142	70
Plxnb2	15	89155549	89180788	-	25240	17
Dennd6b	15	89182213	89196448	-	14236	260
Ppp6r2	15	89211553	89286264	+	74712	641
Sbf1	15	89288236	89315311	-	27076	2949
Adm2	15	89322720	89324731	+	2012	1
Miox	15	89334398	89337015	+	2618	2
Lmf2	15	89351004	89355659	-	4656	96
Ncaph2	15	89355719	89372826	+	17108	30
Sco2	15	89371637	89373846	-	2210	15
Tymp	15	89371931	89377039	-	5109	14
Odf3b	15	89377449	89379587	-	2139	2
Klhdc7b	15	89384917	89388867	+	3951	5
Syce3	15	89390174	89410503	-	20330	6
Cpt1b	15	89416405	89425863	-	9459	80
Gm44502	15	89416405	89429696	-	13292	511
Chkb	15	89426367	89429899	-	3533	426
Mapk8ip2	15	89453913	89464468	+	10556	5
Arsa	15	89472476	89477425	-	4950	37
Shank3	15	89499623	89560261	+	60639	19
Acr	15	89568326	89574585	+	6260	5
Rabl2	15	89582533	89591923	-	9391	13
Syt10	15	89782393	89841860	-	59468	17
Alg10b	15	90224311	90233471	+	9161	1
Cpne8	15	90487482	90679432	-	191951	93
Kif21a	15	90933276	91049948	-	116673	45
Abcd2	15	91145871	91191799	-	45929	14
CN725425	15	91199494	91260894	+	61401	20
Slc2a13	15	91267696	91573261	-	305566	110
Lrrk2	15	91673175	91816120	+	142946	62
Smgc	15	91838265	91861438	+	23174	7
Muc19	15	91870471	91934554	+	64084	37
Cntn1	15	92051165	92341967	+	290803	119
Pdzrn4	15	92396881	92771819	+	374939	165
Gxylt1	15	93239742	93275179	-	35438	581
Yaf2	15	93284278	93336935	-	52658	1367
Zcrb1	15	93386097	93398334	-	12238	492
Pphln1	15	93398350	93491510	+	93161	51
Prickle1	15	93499114	93595891	-	96778	558
Adamts20	15	94270163	94404258	-	134096	68
Pus7l	15	94522688	94543547	-	20860	194
Irak4	15	94543643	94581815	+	38173	342
Twf1	15	94577951	94589889	-	11939	724
Tmem117	15	94629250	95096098	+	466849	180
Nell2	15	95075230	95528559	-	453330	169
Dbx2	15	95623563	95655960	-	32398	14
Ano6	15	95790843	95974751	+	183909	88
Arid2	15	96287518	96404992	+	117475	387
Scaf11	15	96411699	96460843	-	49145	1743
Slc38a1	15	96571418	96642913	-	71496	4752
Slc38a2	15	96687392	96699730	-	12339	4003
Slc38a4	15	96994820	97055956	-	61137	14
Amigo2	15	97244125	97247287	-	3163	82
Pced1b	15	97247107	97385680	+	138574	212
Rpap3	15	97675097	97705825	-	30729	677
Endou	15	97711015	97731339	-	20325	19
Rapgef3	15	97744770	97767972	-	23203	35
Slc48a1	15	97784355	97792692	+	8338	484
Hdac7	15	97792664	97844502	-	51839	5084
Vdr	15	97854425	97910630	-	56206	60
Tmem106c	15	97964200	97970275	+	6076	2
Col2a1	15	97975602	98004695	-	29094	18
Senp1	15	98038744	98093744	-	55001	1523
Pfkm	15	98092589	98132451	+	39863	86
Asb8	15	98134637	98165625	-	30989	184
Ccdc184	15	98167158	98170134	+	2977	2
Olfr288	15	98186013	98195542	-	9530	2
Gm44579	15	98186017	98220977	-	34961	16
Olfr287	15	98206971	98221056	-	14086	10
Olfr286	15	98224308	98234450	-	10143	1
H1f7	15	98255986	98257293	-	1308	3
Zfp641	15	98285585	98296161	-	10577	0
Olfr285	15	98309203	98317353	-	8151	3
Olfr284	15	98340022	98340987	-	966	0
Olfr283	15	98377699	98380946	-	3248	0
Olfr282	15	98431225	98438638	+	7414	3
Olfr281	15	98452588	98460395	+	7808	1
OR5BS1P	15	98469896	98478982	+	9087	6
Lalba	15	98480400	98482721	-	2322	1
Olfr279	15	98492402	98502637	+	10236	5
Kansl2	15	98517658	98534264	-	16607	494
Ccnt1	15	98538689	98570923	-	32235	3066
4930415O20Rik	15	98571004	98589580	+	18577	25
Adcy6	15	98589973	98610076	-	20104	350
Cacnb3	15	98632376	98644529	+	12154	15
Ddx23	15	98645134	98662889	-	17756	1064
Rnd1	15	98663421	98677461	-	14041	16
Ccdc65	15	98708207	98723336	+	15130	10
Fkbp11	15	98724370	98728198	-	3829	21
Arf3	15	98736634	98763211	-	26578	1428
Wnt10b	15	98770712	98778150	-	7439	8
Wnt1	15	98789857	98793837	+	3981	0
Ddn	15	98803777	98809490	-	5714	6
Prkag1	15	98812797	98831521	-	18725	1336
Kmt2d	15	98831669	98871204	-	39536	6005
Rhebl1	15	98877778	98894540	-	16763	63
Dhh	15	98891152	98898540	-	7389	6
Lmbr1l	15	98903917	98918231	-	14315	2218
Tuba1b	15	98931425	98934565	-	3141	140
Gm49450	15	98932137	98953551	-	21415	383
Tuba1a	15	98949837	98953703	-	3867	246
Tuba1c	15	99029891	99038110	+	8220	13
Prph	15	99055174	99058978	+	3805	1
Troap	15	99074575	99083409	+	8835	3
C1ql4	15	99084086	99087817	-	3732	1
Dnajc22	15	99099412	99104737	+	5326	1
Spats2	15	99125916	99213215	+	87300	35
Kcnh3	15	99224861	99242817	+	17957	46
Mcrs1	15	99242817	99251961	-	9145	483
Fam186b	15	99271018	99295888	-	24871	20
Prpf40b	15	99295087	99317018	+	21932	90
Fmnl3	15	99317225	99370482	-	53258	735
Tmbim6	15	99392882	99410049	+	17168	18
Nckap5l	15	99422035	99457748	-	35714	1143
Bcdin3d	15	99470079	99474730	-	4652	35
Faim2	15	99497012	99528165	-	31154	6
Aqp2	15	99579055	99584547	+	5493	1
Aqp5	15	99590782	99594829	+	4048	1
Aqp6	15	99601400	99605477	+	4078	0
Racgap1	15	99620496	99651656	-	31161	175
Asic1	15	99670368	99701128	+	30761	21
Smarcd1	15	99702129	99713991	+	11863	99
Gm17349	15	99702176	99705490	-	3315	1
Gpd1	15	99717515	99725005	+	7491	28
Cox14	15	99725647	99729532	+	3886	42
Cers5	15	99734881	99772885	-	38005	1565
Lima1	15	99778470	99875456	-	96987	35
Fam186a	15	99918348	99967061	-	48714	19
Larp4	15	99970065	100016358	+	46294	19
Dip2b	15	100038664	100219473	+	180810	141
Atf1	15	100227819	100261244	+	33426	19
Tmprss12	15	100280837	100293066	+	12230	5
Mettl7a1	15	100304140	100328662	+	24523	10
Mettl7a3	15	100334929	100340375	+	5447	2
Methig1	15	100353149	100384436	+	31288	56
Mettl7a2	15	100353200	100361840	+	8641	3
Higd1c	15	100364542	100383964	+	19423	48
Slc11a2	15	100387898	100425072	-	37175	1414
Gm5475	15	100422147	100428150	+	6004	24
Letmd1	15	100469023	100479164	+	10142	10
Csrnp2	15	100479570	100495488	-	15919	229
Tfcp2	15	100498012	100552008	-	53997	211
Pou6f1	15	100575318	100599984	-	24667	520
Dazap2	15	100615349	100620761	+	5413	25
Smagp	15	100621339	100636940	-	15602	114
Bin2	15	100641077	100669553	-	28477	1640
Cela1	15	100674421	100687921	-	13501	22
Galnt6	15	100691813	100729376	-	37564	3708
Slc4a8	15	100761747	100823968	+	62222	19
Scn8a	15	100869858	101045938	+	176081	65
Tmdd1	15	101046342	101047397	-	1056	0
Fignl2	15	101050194	101078567	-	28374	11
Ankrd33	15	101115755	101120040	+	4286	1
Acvrl1	15	101128522	101145336	+	16815	6
Acvr1b	15	101174067	101213684	+	39618	20
Grasp	15	101224188	101232756	+	8569	1
Nr4a1	15	101254269	101274795	+	20527	33
Atg101	15	101284272	101290945	+	6674	4
Smim41	15	101293212	101297426	+	4215	1
Krt80	15	101347444	101370162	-	22719	6
Krt7	15	101411103	101430313	+	19211	7
Krt87	15	101431038	101438804	-	7767	0
Krt88	15	101447744	101453907	+	6164	0
Krt81	15	101459061	101463751	-	4691	1
Krt86	15	101473478	101479986	+	6509	4
Krt83	15	101485130	101491512	-	6383	2
Gm49425	15	101515920	101517261	-	1342	2
Krt84	15	101525026	101532820	-	7795	5
Krt82	15	101541214	101550667	-	9454	7
Krt90	15	101552356	101562950	-	10595	6
Krt75	15	101563345	101573904	-	10560	6
Gm5414	15	101624028	101628188	-	4161	0
Gm5478	15	101643020	101647380	-	4361	3
Krt6b	15	101676023	101680287	-	4265	1
Krt6a	15	101689910	101694307	-	4398	0
Krt5	15	101707070	101712898	-	5829	0
Krt71	15	101733949	101743109	-	9161	4
Krt72	15	101776172	101786460	-	10289	8
Krt73	15	101793308	101802346	-	9039	12
Krt2	15	101810689	101818169	-	7481	8
Krt1	15	101845426	101850794	-	5369	1
Krt77	15	101858731	101869705	-	10975	4
Krt76	15	101884351	101892920	-	8570	4
Krt4	15	101918535	101924735	-	6201	3
Krt79	15	101929332	101940324	-	10993	2
Krt78	15	101946001	101954287	-	8287	4
Krt8	15	101996698	102004482	-	7785	5
Krt18	15	102028180	102032027	+	3848	1
Eif4b	15	102073773	102097173	+	23401	18
Tns2	15	102100413	102116401	+	15989	118
Spryd3	15	102116528	102136234	-	19707	420
Igfbp6	15	102144362	102149511	+	5150	1
Soat2	15	102150526	102163469	+	12944	9
Csad	15	102176999	102204256	-	27258	237
Zfp740	15	102203648	102215606	+	11959	122
Itgb7	15	102215995	102231944	-	15950	1203
Rarg	15	102234938	102257517	-	22580	272
Gm9918	15	102270563	102274121	+	3559	2
Mfsd5	15	102279454	102281754	+	2301	0
Espl1	15	102296266	102324357	+	28092	8
Pfdn5	15	102326116	102331873	+	5758	1
Myg1	15	102331709	102338139	+	6431	3
Aaas	15	102338252	102350759	-	12508	215
Sp7	15	102356606	102366968	-	10363	2
Sp1	15	102406143	102436404	+	30262	18
Amhr2	15	102445367	102454633	+	9267	2
Prr13	15	102459028	102462806	+	3779	2
Pcbp2	15	102470550	102500061	+	29512	26
Map3k12	15	102497646	102517064	-	19419	62
Gm10337	15	102503722	102503886	+	165	5
Tarbp2	15	102518192	102523676	+	5485	118
Npff	15	102523839	102524621	-	783	35
Gm28047	15	102523843	102625067	-	101225	2769
Atf7	15	102525946	102625464	-	99519	2699
Atp5g2	15	102662864	102672352	-	9489	182
Calcoco1	15	102706777	102722178	-	15402	433
Hoxc13	15	102921103	102928814	+	7712	2
Hoxc12	15	102936757	102938609	+	1853	1
Hoxc11	15	102954427	102957708	+	3282	2
Hoxc10	15	102966796	102971893	+	5098	3
Hoxc9	15	102976439	102985099	+	8661	3
Hoxc8	15	102990607	102993821	+	3215	0
Hoxc6	15	103009573	103011881	+	2309	0
Hoxc5	15	103013815	103017429	+	3615	0
Hoxc4	15	103018934	103036852	+	17919	10
Smug1	15	103153290	103167092	-	13803	100
Cbx5	15	103191544	103239816	-	48273	376
Hnrnpa1	15	103240432	103246692	+	6261	2
Nfe2	15	103248212	103258403	-	10192	3
Copz1	15	103272714	103299868	+	27155	14
Gpr84	15	103308235	103310612	-	2378	2
Zfp385a	15	103313895	103340093	-	26199	22
Itga5	15	103344286	103366763	-	22478	61
Gtsf1	15	103402405	103430470	-	28066	13
Gtsf2	15	103438957	103448469	-	9513	6
Nckap1l	15	103453799	103498810	+	45012	24
Pde1b	15	103503034	103530052	+	27019	9
Ppp1r1a	15	103530279	103538003	-	7725	7
Glycam1	15	103562762	103565081	-	2320	2
Mucl1	15	103751919	103755469	-	3551	0
Mucl2	15	103895855	103899312	-	3458	2
Olfr161	16	3591042	3599323	+	8282	2
Mefv	16	3707218	3718097	-	10880	4
Zfp263	16	3744093	3750790	+	6698	3
Olfr15	16	3830878	3844747	+	13870	11
Zfp174	16	3847268	3858880	+	11613	17
Zfp597	16	3861528	3872396	-	10869	154
Naa60	16	3872375	3904770	+	32396	202
Gm20695	16	3884648	3919517	+	34870	42
1700037C18Rik	16	3895181	3908689	-	13509	30
Cluap1	16	3908801	3941147	+	32347	352
Nlrc3	16	3945007	3976632	-	31626	2371
Slx4	16	3979105	4003770	-	24666	319
Dnase1	16	4036942	4040024	+	3083	189
Trap1	16	4039971	4077827	-	37857	1143
Crebbp	16	4081328	4213997	-	132670	11619
Adcy9	16	4287529	4420498	-	132970	112
Srl	16	4480216	4523075	-	42860	19
Tfap4	16	4544661	4559854	-	15194	124
Glis2	16	4594713	4615957	+	21245	41
Pam16	16	4616464	4624988	-	8525	167
Coro7	16	4626133	4679777	-	53645	2825
Vasn	16	4639941	4650802	+	10862	1099
Dnaja3	16	4684070	4707695	+	23626	10
Nmral1	16	4710059	4719356	-	9298	1
Hmox2	16	4726361	4766742	+	40382	215
Cdip1	16	4750348	4790292	-	39945	2124
4930562C15Rik	16	4835416	4867686	+	32271	493
Ubald1	16	4874778	4880315	-	5538	1410
Mgrn1	16	4886249	4938296	+	52048	38
Nudt16l1	16	4938761	4941032	+	2272	11
Anks3	16	4941436	4964204	-	22769	782
Septin12	16	4986858	4997852	-	10995	8
Smim22	16	5007288	5008309	+	1022	0
Rogdi	16	5008730	5013527	-	4798	17
Glyr1	16	5013909	5049863	-	35955	2864
Ubn1	16	5050057	5086289	+	36233	25
Ppl	16	5086291	5132421	-	46131	12
Sec14l5	16	5147109	5187271	+	40163	19
Nagpa	16	5195289	5204012	-	8724	216
AU021092	16	5211823	5222299	-	10477	4
Alg1	16	5233621	5244912	+	11292	95
Eef2kmt	16	5244152	5255983	-	11832	58
Rbfox1	16	5885355	7411526	+	1526172	594
Tmem114	16	8409275	8425136	-	15862	10
Mettl22	16	8470788	8490684	+	19897	19
Abat	16	8513429	8621568	+	108140	95
Tmem186	16	8633229	8637712	-	4484	169
Pmm2	16	8637674	8662467	+	24794	35
Carhsp1	16	8658580	8672155	-	13576	99
Gm5767	16	8680770	8683911	+	3142	11
Usp7	16	8689595	8792308	-	102714	4305
1810013L24Rik	16	8830100	8858922	+	28823	19
Grin2a	16	9567898	9994923	-	427026	196
Rpl39l	16	10170226	10174911	+	4686	3
Atf7ip2	16	10192712	10251478	+	58767	24
Emp2	16	10281749	10313968	-	32220	15
Tekt5	16	10357948	10395490	-	37543	8
Nubp1	16	10411948	10424428	+	12481	2
Tvp23a	16	10420557	10447362	-	26806	5
Ciita	16	10480059	10528418	+	48360	93
Dexi	16	10502531	10543054	-	40524	223
Clec16a	16	10545339	10744878	+	199540	124
Socs1	16	10782240	10785536	-	3297	275
Tnp2	16	10787936	10788660	-	725	2
Prm3	16	10790505	10790914	-	410	0
Prm2	16	10791380	10796134	-	4755	1
Prm1	16	10796326	10805839	-	9514	4
Gm11172	16	10812915	10812994	+	80	0
Rmi2	16	10835059	10892966	+	57908	26
Litaf	16	10959275	11066157	-	106883	112
Snn	16	11060945	11074985	+	14041	34
Txndc11	16	11074911	11134650	-	59740	1747
Zc3h7a	16	11136592	11176393	-	39802	2192
Rsl1d1	16	11192970	11203331	-	10362	908
Gspt1	16	11219292	11254270	-	34979	1828
Tnfrsf17	16	11313812	11320074	+	6263	4
Snx29	16	11322908	11755472	+	432565	216
Cpped1	16	11803721	11909445	-	105725	777
Shisa9	16	11984581	12270902	+	286322	117
Ercc4	16	13109684	13150617	+	40934	30
Mrtfb	16	13256481	13417529	+	161049	76
Parn	16	13537960	13668170	-	130211	2834
Bfar	16	13671858	13703612	+	31755	23
3110001I22Rik	16	13672020	13678385	+	6366	15
Pla2g10	16	13715057	13730983	-	15927	4
A930007A09Rik	16	13754566	13758537	+	3972	2
Rrn3	16	13780713	13814839	+	34127	51
Ntan1	16	13819251	13835451	+	16201	640
Pdxdc1	16	13833148	13903131	-	69984	2519
Mpv17l	16	13903161	13949619	+	46459	29
Ifitm7	16	13981702	13986855	-	5154	3
Bmerb1	16	13986604	14101500	+	114897	75
Marf1	16	14109173	14163351	-	54179	1392
Nde1	16	14163275	14192928	+	29654	17
Myh11	16	14194535	14291372	-	96838	42
Fopnl	16	14299244	14317375	-	18132	761
Abcc1	16	14361558	14475737	+	114180	55
A630010A05Rik	16	14562317	14634108	+	71792	47
Snai2	16	14705852	14709385	+	3534	3
Efcab1	16	14906606	14981371	+	74766	33
Gm21897	16	15317458	15318957	+	1500	6
Ube2v2	16	15552077	15595773	-	43697	1089
Mcm4	16	15623897	15637400	-	13504	691
Prkdc	16	15637889	15842235	+	204347	91
Mzt2	16	15848441	15863369	-	14929	45
Cebpd	16	15887286	15891031	+	3746	19
Spidr	16	15889224	16146851	-	257628	2148
Pkp2	16	16213318	16272712	+	59395	33
Yars2	16	16302965	16309640	+	6676	18
Dnm1l	16	16312230	16358959	-	46730	2510
Fgd4	16	16416917	16600549	-	183633	76
Olfr19	16	16672228	16676405	-	4178	1
Spag6l	16	16753016	16829313	-	76298	88
Igll1	16	16860671	16863985	-	3315	2
Vpreb1	16	16868403	16869255	-	853	1
Top3b	16	16870736	16892990	+	22255	6
Ppm1f	16	16896469	16927364	+	30896	16
Mapk1	16	16983382	17047453	+	64072	34
Ypel1	16	17069696	17087045	+	17350	432
Ppil2	16	17086555	17111257	-	24703	1071
2610318N02Rik	16	17113398	17125140	-	11743	65
Sdf2l1	16	17130138	17132383	-	2246	15
Ccdc116	16	17139064	17147229	-	8166	19
Ydjc	16	17144621	17160701	+	16081	254
Ube2l3	16	17152013	17202649	-	50637	2470
Rimbp3	16	17208603	17213982	+	5380	1
Hic2	16	17233572	17263430	+	29859	12
Tmem191c	16	17276077	17283229	+	7153	116
Pi4ka	16	17280351	17406314	-	125964	3344
Serpind1	16	17331371	17343575	+	12205	253
Snap29	16	17405986	17430827	+	24842	12
Crkl	16	17451987	17487434	+	35448	11
Aifm3	16	17489611	17507485	+	17875	6
Lztr1	16	17508688	17526333	+	17646	40
Thap7	16	17527982	17531136	-	3155	104
Lrrc74b	16	17544465	17561247	-	16783	11
P2rx6	16	17561885	17577800	+	15916	7
Slc7a4	16	17572018	17583214	-	11197	5
Smpd4	16	17619354	17644828	+	25475	78
Ccdc74a	16	17646475	17650738	+	4264	61
Med15	16	17651208	17732891	-	81684	3593
Klhl22	16	17759618	17793382	+	33765	2
