# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "16" "-t" "mRNA" "-f" "-O" "-g" "ID" "-p" "-B" "-C" "-a" "/gpfs/group/pipkin/hdiao/Exp337/codes_hpc/Mus_musculus.GRCm38.102.mRNA.simp.rmdup.srt.gff3" "-o" "/gpfs/group/pipkin/hdiao/Exp337/2_featureCounts/337_2_neg_mRNA.txt" "/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_2_srt_flt_neg_srt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_2_srt_flt_neg_srt.bam
Nlgn1	3	25426215	26332460	-	906246	696
Spata16	3	26637620	26983212	+	345593	293
Ect2	3	27097222	27153878	-	56657	36
Nceh1	3	27182965	27284608	+	101644	508
Tnfsf10	3	27317028	27342427	+	25400	37
Ghsr	3	27371351	27378010	+	6660	4
Fndc3b	3	27416162	27711239	-	295078	169
Tmem212	3	27866066	27896368	-	30303	21
Pld1	3	27938695	28133362	+	194668	116
Tnik	3	28263214	28675858	+	412645	2407
Slc2a2	3	28697903	28731359	+	33457	17
Eif5a2	3	28781276	28798846	+	17571	46
Rpl22l1	3	28805436	28807424	+	1989	151
Gm1527	3	28892617	28926724	+	34108	17
Egfem1	3	29082023	29691209	+	609187	454
Mecom	3	29951296	30548008	-	596713	393
Actrt3	3	30597073	30599939	-	2867	0
Mynn	3	30602065	30619873	+	17809	181
Lrrc34	3	30624267	30647869	-	23603	35
Lrriq4	3	30644507	30672431	+	27925	20
Lrrc31	3	30679058	30699843	-	20786	15
Samd7	3	30746293	30767174	+	20882	12
Sec62	3	30792875	30821263	+	28389	457
Gpr160	3	30855950	30897192	+	41243	31
Phc3	3	30899371	30969415	-	70045	59
Prkci	3	30995747	31052959	+	57213	394
Skil	3	31095058	31122577	+	27520	1405
Cldn11	3	31149920	31164324	+	14405	4
Slc7a14	3	31202858	31310378	-	107521	74
Kcnmb2	3	31902507	32200180	+	297674	218
Zmat3	3	32334792	32365678	-	30887	16
Pik3ca	3	32397671	32468486	+	70816	1246
Kcnmb3	3	32471588	32492231	-	20644	31
Zfp639	3	32510259	32520833	+	10575	397
Mfn1	3	32529465	32579239	+	49775	299
Gnb4	3	32580332	32616585	-	36254	43
Actl6a	3	32706298	32726973	+	20676	418
Mrpl47	3	32725397	32737147	-	11751	62
Ndufb5	3	32736990	32751566	+	14577	301
Usp13	3	32817546	32938071	+	120526	71
Pex5l	3	32949408	33143082	-	193675	97
Ttc14	3	33799832	33814860	+	15029	901
Ccdc39	3	33812362	33844301	-	31940	222
Fxr1	3	34019943	34070322	+	50380	1402
Dnajc19	3	34056020	34081321	-	25302	717
Sox2	3	34650405	34652461	+	2057	4
Atp11b	3	35754134	35856276	+	102143	2455
Dcun1d1	3	35892105	35937445	-	45341	101
Mccc1	3	35959312	36000678	-	41367	42
Ccdc144b	3	36007244	36053547	-	46304	32
Acad9	3	36065979	36092853	+	26875	436
Zfp267	3	36151017	36170342	+	19326	59
Qrfpr	3	36179424	36222313	-	42890	28
Anxa5	3	36448923	36475894	-	26972	13
1810062G17Rik	3	36475937	36482299	+	6363	3
Gm11549	3	36515057	36521813	-	6757	2
Exosc9	3	36552606	36565727	+	13122	154
Ccna2	3	36564865	36572150	-	7286	32
Bbs7	3	36573142	36613477	-	40336	32
Trpc3	3	36620482	36690167	-	69686	68
4932438A13Rik	3	36863106	37053033	+	189928	2148
Adad1	3	37063527	37121930	+	58404	78
Il2	3	37120523	37125959	-	5437	4
Il21	3	37222759	37232618	-	9860	3
Cetn4	3	37307749	37312708	-	4960	0
Bbs12	3	37312554	37321453	+	8900	115
Fgf2	3	37348346	37410108	+	61763	45
Nudt6	3	37404910	37420211	-	15302	15
Spata5	3	37419896	37579096	+	159201	6486
Spry1	3	37639947	37644598	+	4652	812
Gm5148	3	37714190	37724490	-	10301	36
Ankrd50	3	38449259	38484844	-	35586	25
Fat4	3	38886940	39011985	+	125046	64
Intu	3	40531286	40704774	+	173489	37
Slc25a31	3	40708855	40726096	+	17242	6
Hspa4l	3	40745382	40796103	+	50722	189
Plk4	3	40800019	40816883	+	16865	34
Mfsd8	3	40818103	40846885	-	28783	26
Abhd18	3	40846970	40938138	+	91169	65
1700034I23Rik	3	40900196	40902543	-	2348	2
Larp1b	3	40949828	41040196	+	90369	807
Pgrmc2	3	41066326	41083046	-	16721	20
Jade1	3	41555731	41616864	+	61134	457
Sclt1	3	41626720	41742514	-	115795	114
D3Ertd751e	3	41742611	41803320	+	60710	65
Pcdh10	3	45378398	45435623	+	57226	44
Pabpc4l	3	46442197	46448219	-	6023	3
Pcdh18	3	49743296	49757316	-	14021	12
Slc7a11	3	49892526	50443614	-	551089	447
Noct	3	51224447	51251644	+	27198	1498
Elf2	3	51252720	51340663	-	87944	189
Mgarp	3	51388412	51396738	-	8327	7
Ndufc1	3	51404677	51408988	-	4312	2
Naa15	3	51415148	51476507	+	61360	2756
Rab33b	3	51483930	51496232	+	12303	120
Setd7	3	51515319	51560879	-	45561	35
Mgst2	3	51661179	51682675	+	21497	40
Maml3	3	51685907	52105076	-	419170	221
Foxo1	3	52268336	52353221	+	84886	3343
Cog6	3	52981875	53017237	-	35363	25
Lhfp	3	53041528	53261679	+	220152	161
Nhlrc3	3	53448583	53463332	-	14750	11
Proser1	3	53463666	53481755	+	18090	435
Stoml3	3	53488727	53508502	+	19776	25
Frem2	3	53513938	53657355	-	143418	91
Gm10985	3	53845086	53845278	+	193	0
Ufm1	3	53853376	53863830	-	10455	8
Trpc4	3	54156057	54318471	+	162415	95
Postn	3	54361109	54391037	+	29929	22
Supt20	3	54692807	54728766	+	35960	473
Gm21958	3	54713176	54714353	-	1178	13
Exosc8	3	54728678	54735393	-	6716	42
Alg5	3	54735539	54751318	+	15780	255
Smad9	3	54755582	54801257	+	45676	27
Rfxap	3	54803115	54807791	-	4677	5
Sertm1	3	54897068	54915887	-	18820	8
Ccna1	3	55045469	55055501	-	10033	4
Spg20	3	55112108	55137322	+	25215	226
Ccdc169	3	55137339	55172935	+	35597	39
Sohlh2	3	55182028	55209957	+	27930	17
Dclk1	3	55242364	55539068	+	296705	207
Gm21954	3	55461985	55472210	-	10226	8
Nbea	3	55625195	56183701	-	558507	449
Mab21l1	3	55782510	55785001	+	2492	2
Tm4sf1	3	57285611	57301988	-	16378	16
Tm4sf4	3	57425314	57441677	+	16364	17
Wwtr1	3	57455649	57575910	-	120262	93
Commd2	3	57644349	57651715	-	7367	8
Ankub1	3	57657393	57692799	-	35407	24
Rnf13	3	57736062	57835233	+	99172	440
Pfn2	3	57841895	57848079	-	6185	38
Tsc22d2	3	58414715	58466783	+	52069	1602
Serp1	3	58519817	58525892	-	6076	7
Eif2a	3	58525821	58557501	+	31681	648
Selenot	3	58576636	58593133	+	16498	321
Erich6	3	58616300	58637207	-	20908	16
Siah2	3	58674938	58692400	-	17463	12
Mindy4b	3	58790120	58822311	-	32192	18
Clrn1	3	58844028	58885340	-	41313	28
Med12l	3	59005825	59318682	+	312858	252
Gpr171	3	59096448	59101821	-	5374	7
P2ry14	3	59113855	59153492	-	39638	27
Gpr87	3	59178923	59195104	-	16182	15
P2ry13	3	59207892	59210882	-	2991	1
P2ry12	3	59216272	59262871	-	46600	42
Igsf10	3	59316735	59344394	-	27660	18
Aadacl2fm2	3	59729790	59752333	+	22544	31
Aadacl2fm3	3	59861051	59877313	+	16263	9
Aadacl2fm1	3	59925214	59937949	+	12736	8
Aadacl2	3	60006743	60025420	+	18678	14
Aadac	3	60031761	60040160	+	8400	5
Sucnr1	3	60081869	60087566	+	5698	3
Mbnl1	3	60472830	60629750	+	156921	7248
P2ry1	3	61002795	61008982	+	6188	5
Rap2b	3	61361638	61368430	+	6793	36
B430305J03Rik	3	61362250	61365951	-	3702	23
Arhgef26	3	62338344	62462221	+	123878	89
Dhx36	3	62468013	62507004	-	38992	47
Gpr149	3	62529077	62605140	-	76064	78
Mme	3	63241537	63386030	+	144494	87
Strit1	3	63481112	63483879	-	2768	1
Plch1	3	63696234	63899472	-	203239	157
E130311K13Rik	3	63914684	63929472	-	14789	12
Slc33a1	3	63933507	63964768	-	31262	21
Gmps	3	63976106	64022579	+	46474	667
Vmn2r1	3	64081547	64109484	+	27938	13
Vmn2r2	3	64115278	64141928	-	26651	12
Vmn2r3	3	64257215	64289709	-	32495	21
Vmn2r128	3	64339565	64357724	-	18160	19
Vmn2r4	3	64383045	64415368	-	32324	36
Vmn2r5	3	64488609	64509842	-	21234	15
Vmn2r6	3	64531310	64565830	-	34521	40
Vmn2r7	3	64685044	64844765	-	159722	162
Kcnab1	3	64949196	65378219	+	429024	286
Ssr3	3	65379655	65392623	-	12969	10
Tiparp	3	65528410	65555518	+	27109	114
Lekr1	3	65666228	65831355	+	165128	121
Ccnl1	3	65946151	65958249	-	12099	18
Veph1	3	66053558	66296837	-	243280	202
Ptx3	3	66219910	66225805	+	5896	3
Shox2	3	66971727	66981771	-	10045	12
Rsrc1	3	66981390	67358396	+	377007	2712
Gm17402	3	67365461	67375163	-	9703	12
Mlf1	3	67374097	67400003	+	25907	19
Gfm1	3	67430096	67476529	+	46434	715
Lxn	3	67457998	67463926	-	5929	140
Rarres1	3	67478972	67515523	-	36552	76
Mfsd1	3	67582741	67604237	+	21497	101
Iqcj	3	67892220	68056593	+	164374	129
Iqschfp	3	67892232	68626466	+	734235	525
Schip1	3	68064802	68626481	+	561680	391
Il12a	3	68690644	68698547	+	7904	7
1110032F04Rik	3	68869586	68872163	+	2578	34
Ift80	3	68892499	69004570	-	112072	87
Smc4	3	69004738	69034623	+	29886	615
Trim59	3	69035288	69044755	-	9468	50
Kpna4	3	69067149	69127113	-	59965	57
Arl14	3	69222419	69223618	+	1200	0
Ppm1l	3	69316861	69560802	+	243942	1016
B3galnt1	3	69574158	69598960	-	24803	22
Nmd3	3	69721985	69756373	+	34389	971
Sptssb	3	69819542	69859940	-	40399	32
Otol1	3	70007613	70028708	+	21096	13
Sis	3	72888557	72967863	-	79307	61
Slitrk3	3	73047265	73057803	-	10539	6
Bche	3	73635808	73708415	-	72608	58
Zbbx	3	75037907	75165034	-	127128	113
Serpini2	3	75242370	75270078	-	27709	18
Wdr49	3	75274988	75481741	-	206754	194
Pdcd10	3	75516490	75556856	-	40367	29
Serpini1	3	75557547	75643495	+	85949	107
Gm29133	3	75748197	75787653	+	39457	22
Golim4	3	75875084	75956949	-	81866	56
Fstl5	3	76074270	76710019	+	635750	445
Rapgef2	3	79062516	79286517	-	224002	161
Gm17359	3	79336661	79464129	+	127469	105
Fnip2	3	79455974	79567796	-	111823	70
Ppid	3	79591365	79603650	+	12286	805
Etfdh	3	79603788	79628863	-	25076	120
4930579G24Rik	3	79629079	79632820	+	3742	4
Rxfp1	3	79641611	79737880	-	96270	80
Tmem144	3	79812564	79852773	-	40210	31
Gask1b	3	79884533	79946280	+	61748	42
Gria2	3	80681450	80802835	-	121386	84
Glrb	3	80843599	80913660	-	70062	40
Pdgfc	3	81036416	81214040	+	177625	111
Ctso	3	81932601	81956725	+	24125	48
Tdo2	3	81957090	81976202	-	19113	17
Asic5	3	81996922	82021233	+	24312	23
Gucy1b1	3	82032006	82074689	-	42684	28
Gucy1a1	3	82092427	82145787	-	53361	32
Map9	3	82358044	82395268	+	37225	79
Npy2r	3	82538383	82548084	-	9702	11
Rbm46	3	82837228	82876483	-	39256	32
Lrat	3	82892579	82903973	-	11395	5
Fgg	3	83007724	83015049	+	7326	5
Fga	3	83026076	83033627	+	7552	4
Fgb	3	83040141	83049863	-	9723	11
Plrg1	3	83055522	83072355	+	16834	225
Dchs2	3	83127948	83357209	+	229262	150
Sfrp2	3	83766321	83774316	+	7996	3
Tlr2	3	83836272	83841767	-	5496	6
Tmem131l	3	83897655	84040175	-	142521	128
Mnd1	3	84087933	84155786	-	67854	53
Trim2	3	84160439	84305446	-	145008	91
Gm6525	3	84174104	84175132	+	1029	1
Fhdc1	3	84442198	84480429	-	38232	22
Arfip1	3	84496093	84582625	-	86533	61
Gm37240	3	84496426	85887516	-	1391091	4926
Tigd4	3	84593574	84597032	+	3459	2
Tmem154	3	84666192	84704575	+	38384	355
Fbxw7	3	84815268	84979198	+	163931	3019
Gatb	3	85574119	85655622	+	81504	593
Fam160a1	3	85660063	85817291	-	157229	134
Glt28d2	3	85869849	85887516	-	17668	9
Sh3d19	3	85971109	86130526	+	159418	111
Prss48	3	85993810	86002491	-	8682	5
Rps3a1	3	86137940	86142702	-	4763	5
Lrba	3	86224680	86782692	+	558013	1515
Mab21l2	3	86545581	86548283	-	2703	12
Dclk2	3	86786151	86920852	-	134702	91
Cd1d2	3	86986551	86989780	+	3230	3
Cd1d1	3	86995834	86999441	-	3608	5
Kirrel	3	87078593	87174747	-	96155	57
Fcrls	3	87250758	87263738	-	12981	4
Cd5l	3	87357881	87371073	+	13193	8
Fcrl1	3	87376387	87402934	+	26548	44
Fcrl5	3	87435773	87500678	+	64906	50
Etv3	3	87525407	87540156	+	14750	547
ETV3L	3	87550099	87561109	+	11011	5
Arhgef11	3	87617575	87738034	+	120460	225
Lrrc71	3	87736923	87748623	-	11701	18
Pear1	3	87747890	87824306	-	76417	39
Ntrk1	3	87778244	87795162	-	16919	5
Insrr	3	87796951	87816101	+	19151	12
Sh2d2a	3	87846755	87855722	+	8968	1768
Prcc	3	87858903	87885608	-	26706	15
Hdgf	3	87906321	87916132	+	9812	943
Mrpl24	3	87919506	87923672	+	4167	351
Rrnad1	3	87922601	87930583	-	7983	182
Isg20l2	3	87930314	87940686	+	10373	751
Crabp2	3	87948666	87953376	+	4711	16
Nes	3	87971093	87980451	+	9359	3
Bcan	3	87987531	88000230	-	12700	5
Hapln2	3	88022061	88027492	-	5432	2
Gpatch4	3	88043108	88055993	+	12886	1151
Naxe	3	88056520	88058495	-	1976	89
Ttc24	3	88069410	88078304	-	8895	5
Iqgap3	3	88081971	88121048	+	39078	16
Mef2d	3	88142372	88172086	+	29715	4910
Rhbg	3	88242874	88254709	-	11836	9
Gm38392	3	88243380	88287210	-	43831	23
Tsacc	3	88282757	88296999	-	14243	8
Cct3	3	88297116	88321767	+	24652	1869
Glmp	3	88325023	88331313	+	6291	49
Tmem79	3	88328655	88336148	-	7494	29
Smg5	3	88336260	88362338	+	26079	1943
Paqr6	3	88364584	88368541	+	3958	16
Bglap3	3	88368616	88372743	-	4128	2
Bglap2	3	88377736	88378699	-	964	0
Bglap	3	88383501	88384433	-	933	0
Pmf1	3	88394143	88410331	-	16189	6
Slc25a44	3	88410498	88425139	-	14642	7
Sema4a	3	88435959	88461182	-	25224	15
Lmna	3	88481148	88509956	-	28809	19
Mex3a	3	88532395	88541396	+	9002	92
Rab25	3	88542029	88548300	-	6272	12
Lamtor2	3	88549819	88553024	-	3206	6
Ubqln4	3	88553758	88569725	+	15968	1216
Ssr2	3	88575876	88588419	+	12544	125
Arhgef2	3	88605966	88648052	+	42087	3192
Rxfp4	3	88651898	88653142	-	1245	25
Khdc4	3	88685803	88712924	+	27122	1232
Rit1	3	88716838	88731041	+	14204	47
Syt11	3	88744700	88775164	-	30465	60
Gon4l	3	88835231	88910103	+	74873	1547
Msto1	3	88905107	88913999	-	8893	114
Dap3	3	88920803	88951181	-	30379	31
Ash1l	3	88950622	89079375	+	128754	3311
Gm43738	3	89081939	89101099	-	19161	52
Rusc1	3	89083981	89093311	-	9331	31
Fdps	3	89093588	89101959	-	8372	3
Pklr	3	89136142	89146784	+	10643	4
Hcn3	3	89146074	89160196	-	14123	4
Clk2	3	89164795	89176921	+	12127	1108
Scamp3	3	89177473	89182765	+	5293	293
Fam189b	3	89183143	89189295	+	6153	78
Gba	3	89202928	89208681	+	5754	110
Mtx1	3	89209081	89227052	-	17972	68
Thbs3	3	89215180	89226837	+	11658	28
Muc1	3	89229057	89233381	+	4325	1
Trim46	3	89234177	89246309	-	12133	12
Krtcap2	3	89245966	89249906	+	3941	122
Dpm3	3	89259358	89267077	+	7720	14
Slc50a1	3	89268246	89270570	-	2325	19
Efna1	3	89271733	89281142	-	9410	7
Efna3	3	89313899	89322965	-	9067	5
Efna4	3	89333390	89338028	-	4639	1
Adam15	3	89338542	89349996	-	11455	5
Dcst1	3	89350219	89365253	-	15035	19
Dcst2	3	89361975	89377549	+	15575	6
Zbtb7b	3	89377644	89393678	-	16035	12
Lenep	3	89400988	89402793	-	1806	4
Flad1	3	89401004	89411870	-	10867	10
Cks1b	3	89415472	89418383	-	2912	4
Shc1	3	89418443	89430027	+	11585	398
Pygo2	3	89430261	89435128	+	4868	140
Pbxip1	3	89436706	89450952	+	14247	251
Pmvk	3	89454541	89469013	+	14473	32
Kcnn3	3	89520164	89667761	+	147598	64
Adar	3	89715022	89753446	+	38425	2246
Chrnb2	3	89746195	89764632	-	18438	593
Ube2q1	3	89773616	89784000	+	10385	440
She	3	89831370	89858834	+	27465	21
Il6ra	3	89864059	89913196	-	49138	68
Atp8b2	3	89939481	89963508	-	24028	20
Hax1	3	89995446	89998697	-	3252	7
Ubap2l	3	90000140	90052628	-	52489	60
4933434E20Rik	3	90051636	90066069	+	14434	390
1700094D03Rik	3	90062796	90068347	+	5552	136
Nup210l	3	90104132	90212048	+	107917	203
Rps27	3	90212522	90213651	-	1130	1
Rab13	3	90213695	90226385	+	12691	8
Jtb	3	90231597	90235838	+	4242	155
Creb3l4	3	90237500	90243512	-	6013	50
Slc39a1	3	90248172	90253612	+	5441	130
Crtc2	3	90254163	90264125	+	9963	516
Dennd4b	3	90265185	90280669	+	15485	848
Gatad2b	3	90293178	90363407	+	70230	2249
Slc27a3	3	90385239	90389927	-	4689	3
Ints3	3	90391388	90433613	-	42226	21
Npr1	3	90450591	90465866	-	15276	7
Ilf2	3	90476147	90488379	+	12233	383
Snapin	3	90488034	90491033	-	3000	30
Chtop	3	90498956	90509498	-	10543	15
S100a1	3	90511034	90514392	-	3359	7
S100a13	3	90514435	90524581	+	10147	12
S100a14	3	90526856	90528837	+	1982	2
S100a16	3	90537254	90543151	+	5898	2
S100a3	3	90584659	90602702	+	18044	10
S100a2	3	90590247	90591508	+	1262	0
Gm42674	3	90601904	90605885	+	3982	2
S100a4	3	90603771	90606045	+	2275	2
S100a5	3	90608523	90611780	+	3258	0
S100a6	3	90612882	90624181	+	11300	4
S100a7a	3	90654302	90658669	+	4368	4
S100a8	3	90668978	90670035	+	1058	3
S100a9	3	90692632	90695721	-	3090	0
Pglyrp4	3	90726906	90741517	+	14612	9
Gm5849	3	90775819	90777880	-	2062	2
S100a7l2	3	91088137	91090803	-	2667	2
Pglyrp3	3	92014583	92031582	+	17000	6
Lor	3	92080271	92083142	-	2872	3
Prr9	3	92122204	92123947	-	1744	0
Lelp1	3	92134997	92142744	-	7748	7
Sprr2a1	3	92215799	92221911	+	6113	13
Sprr2a2	3	92215920	92256724	+	40805	112
Sprr2a3	3	92285417	92291405	+	5989	11
Sprr2b	3	92316620	92318085	+	1466	3
Sprr2d	3	92339140	92340873	+	1734	0
Sprr2e	3	92352143	92353449	+	1307	1
Sprr2f	3	92365187	92366442	+	1256	1
Sprr2g	3	92373915	92375229	+	1315	2
Sprr2h	3	92385685	92387324	+	1640	2
Sprr2i	3	92407991	92409271	+	1281	2
Sprr2j	3	92418082	92419396	+	1315	1
Gm9774	3	92428032	92429423	-	1392	0
Sprr2k	3	92432582	92433925	+	1344	0
Sprr1b	3	92436809	92438789	-	1981	0
Sprr3	3	92456502	92458720	-	2219	2
Sprr1a	3	92483952	92485895	-	1944	0
Sprr4	3	92500263	92500493	-	231	0
2310046K23Rik	3	92532505	92534511	-	2007	2
Ivl	3	92570902	92573735	-	2834	4
Smcp	3	92583867	92588997	-	5131	3
2210017I01Rik	3	92604718	92607492	-	2775	1
Lce6a	3	92620081	92621660	-	1580	1
Lce1a1	3	92646535	92648307	-	1773	0
Lce1b	3	92655650	92656926	-	1277	3
Lce1a2	3	92668613	92670315	-	1703	0
Lce1c	3	92679247	92680918	+	1672	0
Lce1d	3	92685499	92687210	-	1712	4
Lce1e	3	92707401	92709074	-	1674	2
Lce1f	3	92718685	92720350	-	1666	2
Gm38119	3	92737651	92739096	-	1446	0
Lce1g	3	92750148	92752338	-	2191	3
Lce1h	3	92763215	92765065	-	1851	0
Lce1i	3	92777210	92778899	-	1690	3
Lce1j	3	92788840	92790514	-	1675	1
Lce1k	3	92806291	92807891	-	1601	4
Kprp	3	92823074	92827247	-	4174	4
Lce1l	3	92849949	92851286	-	1338	1
2310050C09Rik	3	92868359	92870216	-	1858	0
Lce3a	3	92925287	92926230	-	944	2
Lce3b	3	92932979	92934097	+	1119	1
Lce3c	3	92944486	92945733	+	1248	1
Lce3d	3	92957390	92958505	+	1116	0
Lce3e	3	92967061	92968281	+	1221	0
Lce3f	3	92992226	92993426	+	1201	2
Crct1	3	93014205	93015687	-	1483	1
Lce1m	3	93017810	93019060	-	1251	1
Tdpoz8	3	93068823	93075505	+	6683	4
Crnn	3	93144787	93149819	+	5033	5
Flg2	3	93200210	93220793	+	20584	11
Flg	3	93277568	93293686	+	16119	22
Hrnr	3	93319749	93333570	+	13822	11
Rptn	3	93393699	93399442	+	5744	5
Tchh	3	93442330	93449077	+	6748	11
Tchhl1	3	93468754	93471980	+	3227	1
S100a11	3	93520488	93526287	+	5800	34
S100a10	3	93555080	93564643	+	9564	94
Tdpoz2	3	93651542	93652686	-	1145	5
Tdpoz1	3	93669333	93676310	-	6978	3
Tdpoz6	3	93692050	93693070	-	1021	1
Gm5773	3	93773000	93774142	+	1143	1
Tdpoz4	3	93796398	93797510	+	1113	0
Tdpoz3	3	93826020	93827117	+	1098	0
Gm9117	3	93936633	93943543	-	6911	3
Tdpoz5	3	93960292	93961314	-	1023	1
Tdpoz9	3	94047981	94054885	-	6905	7
Tdpoz7	3	94071622	94072644	-	1023	1
Spopfm2	3	94174412	94178193	-	3782	0
Spopfm3	3	94196714	94199802	+	3089	2
Spopfm1	3	94264036	94266784	+	2749	2
Them4	3	94310089	94332540	+	22452	87
Them5	3	94342099	94347352	+	5254	2
C2cd4d	3	94362438	94364566	+	2129	1
Rorc	3	94372794	94398276	+	25483	419
Lingo4	3	94398517	94404501	+	5985	26
Tdrkh	3	94413273	94434668	+	21396	215
Oaz3	3	94433166	94443915	-	10750	78
Mrpl9	3	94443325	94451130	+	7806	245
Riiad1	3	94464983	94473591	-	8609	2
Celf3	3	94478295	94492198	+	13904	7
Snx27	3	94497544	94582716	-	85173	86
Tuft1	3	94612757	94658872	-	46116	30
Selenbp2	3	94693556	94704413	+	10858	4
Cgn	3	94760069	94786515	-	26447	21
Pogz	3	94837567	94882326	+	44760	1141
Psmb4	3	94884093	94886961	-	2869	11
Selenbp1	3	94933056	94944758	+	11703	2
Rfx5	3	94954075	94961561	+	7487	240
Pi4kb	3	94974731	95006843	+	32113	733
Zfp687	3	95006702	95015448	-	8747	35
Psmd4	3	95032694	95042614	-	9921	10
Pip5k1a	3	95058530	95106930	-	48401	38
Vps72	3	95111022	95123051	+	12030	173
Tmod4	3	95124476	95129209	+	4734	14
Scnm1	3	95129536	95134011	-	4476	4
Lysmd1	3	95134088	95139518	+	5431	72
Tnfaip8l2	3	95139521	95142360	-	2840	32
Sema6c	3	95160494	95174024	+	13531	9
Gabpb2	3	95181766	95217916	-	36151	35
Mllt11	3	95219135	95232171	-	13037	141
Cdc42se1	3	95228732	95236409	+	7678	322
Gm128	3	95236920	95241598	-	4679	80
Bnipl	3	95241271	95251193	-	9923	26
Prune1	3	95253674	95282076	-	28403	14
Mindy1	3	95282944	95296166	+	13223	37
Anxa9	3	95296096	95307176	-	11081	12
Cers2	3	95314791	95323599	+	8809	465
Setdb1	3	95323525	95357202	-	33678	107
4930558C23Rik	3	95386461	95402841	-	16381	14
Arnt	3	95434388	95497240	+	62853	551
Ctsk	3	95499256	95509362	+	10107	14
Ctss	3	95526786	95556403	+	29618	143
Hormad1	3	95559677	95587671	+	27995	18
Golph3l	3	95588934	95619247	+	30314	161
Ensa	3	95625011	95632102	+	7092	442
Mcl1	3	95658788	95663176	+	4389	907
Adamtsl4	3	95676201	95687917	-	11717	153
Ecm1	3	95734147	95739569	-	5423	18
Tars2	3	95739976	95760206	-	20231	24
Rprd2	3	95760341	95818778	-	58438	65
Prpf3	3	95830124	95855885	-	25762	23
Mrps21	3	95862634	95871519	-	8886	7
Ciart	3	95878503	95882251	-	3749	33
BC028528	3	95883954	95892005	-	8052	8
Aph1a	3	95893969	95898288	+	4320	132
Car14	3	95897768	95904691	-	6924	69
Anp32e	3	95929246	95947390	+	18145	568
Plekho1	3	95988429	95996001	-	7573	4
Vps45	3	95999832	96058466	-	58635	76
Otud7b	3	96104527	96161129	+	56603	1226
Mtmr11	3	96162004	96171718	+	9715	13
Sf3b4	3	96172332	96177564	+	5233	205
Sv2a	3	96181151	96195521	+	14371	36
Bola1	3	96196588	96219709	-	23122	28
H2ac21	3	96219865	96220308	+	444	3
H2ac20	3	96220361	96220880	-	520	5
H2bc21	3	96221119	96223738	+	2620	9
H3c15	3	96238108	96239127	-	1020	0
H2ac19	3	96239749	96240276	-	528	3
H2ac18	3	96245497	96246082	+	586	21
H3c14	3	96246685	96248509	+	1825	8
H4c14	3	96261682	96263311	-	1630	2
H3c13	3	96268654	96269141	+	488	7
H2bc18	3	96269752	96270132	+	381	8
Fcgr1	3	96282909	96293969	-	11061	10
BC107364	3	96433788	96452306	-	18519	163
Hjv	3	96525172	96529210	+	4039	1
Txnip	3	96557957	96561883	+	3927	109
Gm16253	3	96576984	96580663	+	3680	4
Polr3gl	3	96577872	96594181	-	16310	11
Ankrd34a	3	96596636	96599775	+	3140	0
Lix1l	3	96601149	96626171	+	25023	7
Rbm8a	3	96629933	96633791	+	3859	143
Pex11b	3	96635430	96645366	+	9937	66
Gm42957	3	96635474	96653101	+	17628	79
Itga10	3	96645584	96664519	+	18936	40
Ankrd35	3	96670131	96691032	+	20902	16
Pias3	3	96696384	96706070	+	9687	19
Nudt17	3	96706067	96708562	-	2496	5
Polr3c	3	96711490	96727628	-	16139	13
Rnf115	3	96727664	96791638	+	63975	952
Cd160	3	96798763	96829351	-	30589	211
Pdzk1	3	96829284	96870926	+	41643	53
Gpr89	3	96868281	96905346	-	37066	21
Gja5	3	96904693	97077416	+	172724	103
Gja8	3	96913566	96926020	-	12455	12
Acp6	3	97158777	97176574	+	17798	229
Bcl9	3	97203662	97227364	-	23703	13
Olfr1402	3	97407450	97422020	-	14571	8
Chd1l	3	97560742	97610203	-	49462	47
Fmo5	3	97628804	97655282	+	26479	24
Prkab2	3	97658193	97673812	+	15620	256
Gm17651	3	97673031	97674694	-	1664	25
Pde4dip	3	97689824	97888707	-	198884	115
Sec22b	3	97901190	97923276	+	22087	299
Notch2	3	98013538	98150361	+	136824	2314
Adam30	3	98160630	98164169	+	3540	6
Reg4	3	98222156	98236748	+	14593	7
Hmgcs2	3	98280435	98310738	+	30304	20
Phgdh	3	98313170	98339990	-	26821	18
Zfp697	3	98382481	98431951	+	49471	29
Gm4450	3	98445675	98457126	-	11452	11
Hsd3b4	3	98499071	98510514	-	11444	7
Gm10681	3	98552542	98588807	-	36266	19
Hsd3b5	3	98618634	98630252	-	11619	11
Hsd3b2	3	98709255	98724543	-	15289	14
Hsd3b3	3	98741523	98763127	-	21605	17
Hsd3b6	3	98805504	98814443	-	8940	7
Hsd3b1	3	98852194	98859794	-	7601	4
Hao2	3	98874521	98893239	-	18719	12
Wars2	3	99141068	99239186	+	98119	1080
Tbx15	3	99240381	99354259	+	113879	95
Spag17	3	99885417	100143322	+	257906	201
Wdr3	3	100138180	100162407	-	24228	24
Gdap2	3	100162381	100206981	+	44601	215
Tent5c	3	100468057	100489324	-	21268	13
